Position,Artist,Song Title,Year,Lyrics
1,Kylie Minogue,Can't Get You Out of My Head,2001,"I just can't get you out of my head, boy
Your lovin is all I think about,
I just can't get you out of my head, boy,
It's more than I dare to think about.
I just can't get you out of my head, boy,
Your lovin is all I think about,
I just can't get you out of my head, boy,
It's more than I dare to think about.

Every night, every day,
Just to be there in your arms.
Won't you stay?
Won't you stay?
Stay forever and ever and ever and ever.

I just can't get you out of my head, boy,
Your lovin' is all I think about,
I just can't get you out of my head, boy,
It's more than I dare to think about.

There's a dark secret in me,
Don't leave me locked in your heart.
Set me free, feel the need in me, set me free,
Stay forever and ever and ever and ever.

I just can't get you outta my head
I just can't get you outta my head
I just can't get you outta my head"
2,Christina Aguilera,Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?),2001,"Exception occurred 
HTTP Error 404: Not Found"
3,Alicia Keys,Fallin',2001,"I keep on fallin' in
In love with you
Sometimes I love you
Sometimes you make me blue
Sometimes I feel good
At times I feel used
Lovin' you darlin'
Makes me so confused
I keep on fallin' in and out

Of love with you
I never loved someone
The way that I loved you
Oh, oh, oh

Never felt this way
How do you give me so much pleasure
And cause me so much pain
Just when I think
I've taken more than would a fool
I start fallin' back in love with you

I keep on fallin' in and out
Of love with you
I never loved someone
The way that I loved you
Oh baby
I, I, I, I'm fallin'
I, I, I, I'm fallin'
Fall, fall, fall...
Fall, fall...
I keep on fallin' in and out
Of love with you
I never loved someone
The way that I loved you

I'm fallin' in and out
Of love with you
I never loved someone

The way that I loved you
I'm fallin' in and out
Of love with you
I never loved someone
The way that I loved you"
4,LeAnn Rimes,Can't Fight the Moonlight,2001,"Cannot know, cannot know
Cannot know, cannot know
Cannot know, cannot know
Cannot know
Under a lover's sky
Gonna be with you

And no one's gonna be around
You think that you won't fall
Well, just wait until

Til the sun goes down
Underneath the starlight, starlight
There's a magical feeling so right
It'll steal your heart tonight
You can try to resist
Try to hide from my kiss
But you know but you know
That you can't fight the moonlight
Deep in the dark
You'll surrender your heart

But you know but you know
That you can't fight the moonlight
No, you can't fight it
It's gonna get to your heart
There's no escape from love
Once a gentle breeze
Weaves it's spell upon your heart
No matter what you think
It won't be too long

Til you're in my arms
Underneath the starlight, starlight
We'll be lost in the rhythm so right
Feel it steal your heart tonight
You can try to resist
Try to hide from my kiss
But you know but you know
That you can't fight the moonlight
Deep in the dark
You'll surrender your heart
But you know but you know

That you can't fight the moonlight
No, you can't fight it

No matter what you do
The night is gonna get to you
Cannot know, cannot know

Cannot know, cannot know
Cannot know, cannot know
Don't try, girl, you're never gonna win, oh
Underneath the starlight, starlight
There's a magical feeling so right
It will steal your heart tonight
You can try to resist
Try to hide from my kiss
But you know but you know

That you can't fight the moonlight
Deep in the dark
You'll surrender your heart
But you know but you know
That you can't fight the moonlight, no
You can try to resist
Try to hide from my kiss
But you know but you know
That you can't fight the moonlight
Deep in the dark
You'll surrender your heart
But you know but you know
That you can't fight the moonlight
No, you can't fight it
You can try to resist
Try to hide from my kiss
But you know but you know
That you can't fight the moonlight
Deep in the dark
You'll surrender your heart
But you know but you know
That you can't fight the moonlight"
5,Shaggy,It Wasn't Me,2001,"Yo man
Yo
Open up man
What do you want man?
My girl just caught me
You let her catch you?
I don't know how I let this happen

With who?
The girl next door, you know?

Man...
I don't know what to do
Say it wasn't you
Alright

Honey came in and she caught me red-handed
Creeping with the girl next door
Picture this we were both butt-naked
Banging on the bathroom floor
How could I forget
That I had given her an extra key

All this time she was standing there

She never took her eyes off me
How you can grant the woman access to your villa
Trespasser and a witness while you cling on your pillow
You better watch your back before she turn into a killer

Best for you and the situation not to call the beaner
To be a true player you have to know how to play
If she say a night, convince her say a day
Never admit to a word when she say makes a claim

And you tell her baby no way
But she caught me on the counter

(It wasn't me)
Saw me banging on the sofa
(It wasn't me)
I even had her in the shower

(It wasn't me)
She even caught me on camera

(It wasn't me)
She saw the marks on my shoulder
(It wasn't me)
Heard the words that I told her
(It wasn't me)

Heard the screams getting louder
(It wasn't me)
She stayed until it was over

Honey came in and she caught me red-handed
Creeping with the girl next door
Picture this we were both butt-naked
Banging on the bathroom floor
I had tried to keep her from what she was about to see
Why should she believe me when I told her it wasn't me
Make sure she knows it's not you and lead her on
Da right prefix whenever you should see her make da giggolo flex
As funny as it be by you, it not that complex
Seein' is believin' so you better change your specs
You know she not gonna be worrying about things from the past
Hardly recollecting and then she'll go to noontime mass
Your answer: go over there but if she pack a gun
You know you better run fast
But she caught me on the counter
(It wasn't me)
Saw me banging on the sofa
(It wasn't me)
I even had her in the shower
(It wasn't me)
She even caught me on camera
(It wasn't me)
She saw the marks on my shoulder
(It wasn't me)
Heard the words that I told her
(It wasn't me)
Heard the screams getting louder
(It wasn't me)
She stayed until it was over
Honey came in and she caught me red-handed
Creeping with the girl next door
Picture this we were both butt-naked
Banging on the bathroom floor
How could I forget
That I had given her an extra key
All this time she was standing there
She never took her eyes off me
Gonna tell her that I'm sorry for the pain that I've caused
I've been listenin' to your reasonin'
It makes no sense at all
We should tell her that I'm sorry for the pain that I've caused
You may think that you're a player
But you're completely lost
Honey came in and she caught me red-handed
Creeping with the girl next door
Picture this we were both butt-naked
Banging on the bathroom floor
How could I forget
That I had given her an extra key
All this time she was standing there
She never took her eyes off me"
6,Shaggy,Angel,2001,"Girl you're my angel, you're my darling angel
Closer than my peeps you are to me baby
Shorty you're my angel, you're my darling angel
Girl you're my friend when I'm in need lady

Life is one big party when you're still young
But who's gonna have your back when it's all done?
It's all good when you live you have pure fun
Can't be a fool son what about the long run

Looking back shorty always I mention
Said me not giving her much attention
She was there through my incarceration
I wanna show the nation my appreciation

Girl you're my angel, you're my darling angel
Closer than my peeps you are to me baby
Shorty you're my angel, you're my darling angel
Girl you're my friend when I'm in need lady

You're a queen and so you should be treated
Though you never get the lovin' that you're needed
Could've left but I called and you heeded
Begged and I pleaded mission completed

Mama said that I and I dissed the program
I'm not the type to mess around with your emotion
But the feeling that I have for you is so strong
Been together so long and this could never be wrong

Shorty you're my angel, you're my darling angel
Closer than my peeps you are to me baby
Shorty you're my angel, you're my darling angel
Girl you're my friend when I'm in need lady

Girl in spite of my behavior say ""I'm your savior""
You must be sent from up above
And you appear to me so tender well girl I surrender
Thanks for giving me your love

Girl in spite of my behavior well you are my savior
You must be sent from up above
And you appear to me so tender well girl I surrender
Thanks for giving me your love

Now life is one big party when you're still young
And who's gonna have your back when it's all done?
It's all good when you live you have
Can't be a fool son what about the long run

Looking back shorty always I mention
Said me not giving her much attention
She was there through my incarceration
I wanna show the nation my appreciation

Shorty you're my angel, you're my darling angel
Closer than my peeps you are to me baby
Shorty you're my angel, you're my darling angel
Girl you're my friend when I'm in need lady

Heaven must be missing on angel
'Coz you are here with me
Heaven must be missing on angel
'Coz you are here with me

Heaven must be missing on angel
'Coz you are here with me
Heaven must be missing on angel
'Coz you are here with me

Girl you're my angel, you're my darling angel
Closer than my peeps you are to me lady
Shorty you're my angel, you're my darling angel
Girl you're my friend when I'm in need

Girl you're my angel, you're my darling angel
Closer than my peeps you are to me baby
Shorty you're my angel, you're my darling angel
Girl you're my friend when I'm in need baby"
7,OutKast,Ms Jackson,2001,"Yeah this one right here goes out to all the baby's mamas, mamas
Mamas, mamas, baby mamas, mamas
Yeah, go like this

I'm sorry Ms. Jackson (oh), I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry Ms. Jackson (oh), I am for real
Never meant to make your daughter cry
I apologize a trillion times

My baby's drama mama, don't like me
She be doing things like having them boys come from her neighborhood
To the studio trying to fight me
She need to get a, piece of the american pie and take her bite out
That's my house, I'll disconnect the cable and turn the lights out
And let her know her grandchild is a baby, and not a paycheck
Private school, daycare, shit medical bills I pay that
I love your mom and everything, but see I ain't the one who laid down
She wanna rib you up to start a custody war, my lawyers stay down
Shit you never got a chance to hear my side of the story we was divided
She had fish fries and cookouts for my child's birthday I ain't invited
Despite it, I show her the utmost respect when I fall through
All you, do is defend that lady when I call you, yeah

I'm sorry Ms. Jackson (oh), I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry Ms. Jackson (oh), I am for real
Never meant to make your daughter cry
I apologize a trillion times

Me and yo' daughter, got's this thing going on
(We got a special kind of thing going on)
You say it's puppy love
We say it's full grown
Hope that we feel this, feel this way forever
You can plan a pretty picnic
But you can't predict the weather, Ms. Jackson

Ten times out of nine, now if I'm lyin; fine
The quickest muzzle throw it on my mouth and I'll decline
King meets queen, then the puppy love thing, together dream
Bout that crib with the Goodyear swing
On the oak tree, I hope we feel like this forever
Forever, forever, ever, forever, ever?
Forever never seems that long until you're grown
And notice that the day by day ruler can't be too wrong
Ms. Jackson my intentions were good I wish I could
Become a magician to abacadabra all the sadder
Thoughts of me, thoughts of she, thoughts of he
Asking what happened to the feeling that her and me
Had, I pray so much about it need some knee, pads
It happened for a reason one can't be, mad
So know this, know that everything's cool
And yes I will be present on the first day of school, and graduation

I'm sorry Ms. Jackson (oh), I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry Ms. Jackson (oh), I am for real
Never meant to make your daughter cry
I apologize a trillion times

Uh, uh, yeah
""Look at the way he treats me""
Shit, look at the way you treat me
You see your little nosy-ass home girls
Done got your ass sent up the creek G
Without a paddle, you left to straddle
And ride this thing on out
Now you and your girl ain't speaking no more
Cause my dick all in her mouth
Know what I'm talking about? Jealousy, infidelity, envy
Cheating to beating, envy and to the G they be the same thing
So who you placing the blame on, you keep on singing the same song
Let bygones be bygones, you can go on and get the hell on
You and your mama

I'm sorry Ms. Jackson (oh), I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry Ms. Jackson (oh), I am for real
Never meant to make your daughter cry
I apologize a trillion times

I'm sorry Ms. Jackson (oh), I am for real
Never meant to make your daughter cry
I apologize a trillion times
I'm sorry Ms. Jackson (oh), I am for real
Never meant to make your daughter cry
I apologize a trillion times"
8,Enrique Iglesias,Hero,2001,"Let me be your hero
Would you dance?
If I asked you to dance?
Would you run?
And never look back?
Would you cry?
If you saw me crying?
And would you save my soul, tonight?
Would you tremble?
If I touched your lips?
Would you laugh?
Oh please tell me this.
Now would you die?
For the one you loved?
Hold me in your arms, tonight.
I can be your hero, baby.
I can kiss away the pain.
I will stand by you forever.
You can take my breath away.
Would you swear
That you'll always be mine?
Or would you lie?
Would you run and hide?
Am I in too deep?
Have I lost my mind?
I don't care you're here tonight.
I can be your hero, baby.
I can kiss away the pain.
I will stand by you forever.
You can take my breath away.
Oh, I just want to hold you.
I just want to hold you, oh, yeah.
Am I in too deep?
Have I lost my mind?
Well, I don't care you're here tonight.
I can be your hero, baby.
I can kiss away the pain, oh, yeah.
I will stand by you forever.
You can take my breath away.
I can be your hero!
I can kiss away the pain.
And I will stand by you forever.
You can take my breath away.
You can take my breath away.
I can be your hero..."
9,Jennifer Lopez,Love Don't Cost a Thing,2001,"You think you gotta keep me iced
You don't
You think I'm gonna spend your cash
I won't
Even if you were broke
My love don't cost a thing
Think I wanna drive your Benz
I don't
If I wanna floss I got my own
Even if you were broke
My love don't cost a thing

When you rolled up in the Escalade
Saw that truck you gave to the valet
Knew that it was game when you looked at me
Pulling up your sleeve so I could see the Rolley bling
Saw you later in the corner booth
Raising up a toast so I would notice you
But your heart's a mess
Think you outta know
Doesn't matter if you're balling out of control

All that matter's is
That you treat me right
Give me all the things I need
That money can't buy yeah

You think you gotta keep me iced
You don't
You think I'm gonna spend your cash
I won't
Even if you were broke
My love don't cost a thing
Think I wanna drive your Benz
I don't
If I wanna floss I got my own
Even if you were broke
My love don't cost a thing

When I took a chance
Thought you'd understand
Baby credit cards aren't romance
So you're tryna buy what's already yours
What I need from is not available in stores
Seen a side of you that I really feel
Doing way too much, never keep it real
If it doesn't change, gotta hit the road
Now I'm leaving, where's my keys?
I've got to go

All that matter's is
That you treat me right
Give me all the things I need
That money can't buy yeah

You think you gotta keep me iced
You don't
You think I'm gonna spend your cash
I won't
Even if you were broke
My love don't cost a thing
Think I wanna drive your Benz
I don't
If I wanna floss I got my own
Even if you were broke
My love don't cost a thing

A thing, a thing, a thing
Yeah, yeah, yeah
You think the money that you make
Can substitute the time you take
Take the keys here to my heart
Then you can win my heart, and get what's in my heart
I think you need to take some time
To show me that your love is true
There's more than dollar signs in you
Then you can win my heart, and get what's in my heart

You think you gotta keep me iced
You don't
You think I'm gonna spend your cash
I won't
Even if you were broke
My love don't cost a thing
Think I wanna drive your Benz
I don't
If I wanna floss I got my own
Even if you were broke
My love don't cost a thing

You think you gotta keep me iced
You don't
You think I'm gonna spend your cash
I won't
Even if you were broke
My love don't cost a thing
Think I wanna drive your Benz
I don't
If I wanna floss I got my own
Even if you were broke
My love don't cost a thing"
10,Uncle Kracker,Follow Me,2001,"You don't know how you met me
You don't know why
You can't turn around and say goodbye
All you know is when I'm with you
I make you free
And swim through your veins like a piss in the sea
I'm singin'

Follow me everything is alright
I'll be the one to tuck you in at night
And if you
Want to leave I can guarantee
You won't find nobody else like me

I'm not worried bout the ring you wear
'Cause as long as no one knows than nobody can care
You're feelin' guilty and I'm well aware
But you don't look ashamed and baby I'm not scared
I'm singin'

Follow me everything is alright
I'll be the one to tuck you in at night
And if you
Want to leave I can guarantee
You won't find nobody else like me

Won't give you money
I can't give you the sky
Your better off if you don't ask why
I'm not the reason that you go astray and
We'll be all right if you don't ask me stay

Follow me everything is alright
I'll be the one to tuck you in at night
And if you
Want to leave I can guarantee
You won't find nobody else like me

You don't know how you met me
You don't know why
You can't turn around and say goodbye
All you know is when I'm with you
I make you free
And swim through your veins like a piss in the sea
I'm singin'

Follow me everything is alright
I'll be the one to tuck you in at night
And if you
Want to leave I can guarantee
You won't find nobody else like me

Follow me everything is alright
I'll be the one to tuck you in at night
And if you
Want to leave I can guarantee
You won't find nobody else like me

Follow me everything is alright
I'll be the one to tuck you in at night
And if you
Want to leave I can guarantee
You won't find nobody else like me"
