Position,Artist,Song Title,Year,Lyrics
1,Elvis Presley,(You're The) Devil in Disguise,1963,"You look like an angel
Walk like an angel
Talk like an angel
But I got wise

You're the devil in disguise
Oh yes, you are the devil in disguise
You fooled me with your kisses
You cheated and you schemed
Heaven knows how you lied to me
You're not the way you seemed

You look like an angel
Walk like an angel
Talk like an angel
But I got wise

You're the devil in disguise
Oh yes, you are the devil in disguise
I thought that I was in heaven
But I was sure surprised
Heaven help me, I didn't see
The devil in your eyes

You look like an angel
Walk like an angel
Talk like an angel
But I got wise

You look devil in disguise
Oh yes, you are the devil in disguise

You look devil in disguise
Oh yes, you are the devil in disguise
Oh yes, you are the devil in disguise
Oh yes, you are the devil in disguise"
2,Paul & Paula,Hey Paula,1963,We do not have the lyrics for Hey Paula (Re-Recording) yet.
3,Kingsmen,Louie Louie,1963,"CHORUS:

Louie Louie, oh no
Me gotta go
Aye-yi-yi-yi, I said
Louie Louie, oh baby
Me gotta go

Fine little girl waits for me
Catch a ship across the sea
Sail that ship about, all alone
Never know if I make it home

CHORUS

Three nights and days I sail the sea
Think of girl, constantly
On that ship, I dream she's there
I smell the rose in her hair.

CHORUS

Okay, let's give it to 'em, right now!

GUITAR SOLO

See, see Jamaica, the moon above
It won't be long, we'll be below
Take her in my arms again
I'll tell her I'll never leave again

CHORUS

Let's take it on outa here now
Let's go!!"
4,The Ronettes,Be My Baby,1963,"The night we met I knew I needed you so
And if I had the chance I'd never let you go
So won't you say you love me? I'll make you so proud of me
We'll make 'em turn their heads every place we go

So won't you, please?
(Be my, be my baby)
Be my little baby
  (My one and only baby)
Say you'll be my darlin'
  (Be my, be my baby)
Be my baby now
  (My one and only baby)
Whoa oh oh oh

I'll make you happy, baby, just wait and see
For every kiss you give me, I'll give you three
Oh, since the day I saw you, I have been waiting for you
You know I will adore you 'til eternity

So won't you, please?
(Be my, be my baby)
Be my little baby
  (My one and only baby)
Say you'll be my darlin'
  (Be my, be my baby)
Be my baby now
  (My one and only baby)
Whoa oh oh oh

So come on and be
(Be my, be my baby)
Be my little baby
  (My one and only baby)
Say you'll be my darlin'
  (Be my, be my baby)
Be my baby now
  (My one and only baby)
Whoa oh oh oh

Be my, be my baby
(Be my little baby)
My one and only baby
Be my, be my baby
My one and only baby

Be my, be my baby
My one and only baby
Be my, be my baby"
5,Trini Lopez,If I Had a Hammer,1963,We do not have the lyrics for If I Had a Hammer yet.
6,The Fireballs,Sugar Shack,1963,We do not have the lyrics for Sugar Shack (Remastered) yet.
7,Little Peggy March,I Will Follow Him,1963,"I love him, I love him, I love him
And where he goes I'll follow
I'll follow, I'll follow

I will follow him
Follow him wherever he may go
There isn't an ocean too deep
Or mountain so high it can keep
Keep me away

I must follow him
Ever since he touched my hand I knew
That near him I always must be
And nothing can keep him from me
He is my destiny

I love him, I love him, I love him
And where he goes I'll follow
I'll follow, I'll follow

He'll always be my true love
My true love, my true love
From now until forever
Forever, forever

I will follow him
Follow him wherever he may go
There isn't an ocean too deep
Or mountain so high it can keep
Keep me away
Away from my arms

I love him, I love him, I love him
And where he goes I'll follow
I'll follow, I'll follow

He'll always be my true love
My true love, my true love
From now until forever
Forever, forever

I will follow him
Follow him wherever he may go
There isn't an ocean too deep
Or mountain so high it can keep
Keep me away
Away from my arms"
8,Kyu Sakamoto,Sukiyaki,1963,"Ue wo muite arukou
Namidaga koborenai youni
Omoidasu, haru no hi
Hitoribocchino yoru

Ue wo muite arukou
Nijinda hoshi wo kazoete
Omoidasu, natsu no hi
Hitoribocchino yoru

Shiawase wa kumo no ue ni
Shiawase wa sora no ue ni

Ue wo muite arukou
Namidaga koborenai youni
Naki nagara
Aruku, hitoribocchino yoru

Omoidasu, aki no hi
Hitoribocchino yoru

Kanashimi wa hoshi no kageni
Kanashima wa tsuki no kageni

Ue wo muite arukou
Namidaka kobore naiyouni
Naki nagara, aruku
Hitoribocchino yoru

Hitoribocchino yoru"
9,Singing Nun (Soeur Sourire),Dominique,1963,"Dominic

Dominic, Nic, Nic
Nic, goes along very simply
Travelling in poverty and singing.
On every road, in every place,
He just talks about the Lord,
He just talks about the Lord.

In the age when John Lackland
Was the king of England,
Our father, Dominix
Fought the Albigensians.

Dominic, Nic, Nic
Goes along very simply
Travelling in poverty and singing.
On every road, in every place,
He just talks about the Lord,
He just talks about the Lord.

One day a heretic
Led him through the brambles,
But our father, Dominic
By his own joy, converted him.

Dominic, Nic, Nic
Goes along very simply
Travelling in poverty and singing.
On every road, in every place,
He just talks about the Lord,
He just talks about the Lord.

Without a camel or a coach,
He travelled Europe on foot,
Scandinavia and Provence,
In saintly poverty.

Dominic, Nic, Nic
Goes along very simply
Traveling in poverty and singing.
On every road, in every place,
He just talks about the Lord,
He just talks about the Lord.

He enflamed with ardor
Boys and girls of every school,
And by sowing the Word
He founded the Brother Preachers.

Dominic, Nic, Nic
Goes along very simply
Traveling in poverty and singing.
On every road, in every place,
He just talks about the Lord,
He just talks about the Lord.

In the home of Dominic and his brothers,
Bread started becoming scarce,
And two angels presented themselves,
Bearing two great golden loaves.

Dominic, Nic, Nic
Goes along very simply
Traveling in poverty and singing.
On every road, in every place,
He just talks about the Lord,
He just talks about the Lord.

Dominic saw in a dream
The preachers of the whole world
Under the mantle of the Virgin
In great number assembled.

Dominic, Nic, Nic
Goes along very simply
Travelling in poverty and singing.
On every road, in every place,
He just talks about the Lord,
He just talks about the Lord.

Dominic, my good Father,
Keep us simple and happy
By announcing to our brothers
The Way and the Truth.

Dominic, Nic, Nic
Goes along very simply
Travelling in poverty and singing.
On every road, in every place,
He just talks about the Lord,
He just talks about the Lord."
10,Ned Miller,From a Jack to a King,1963,"From a Jack to a King
Elvis Presley
(Words & music by Miller)

From a jack to a king of loneliness to a wedding ring
I've played a ace and I won the queen
I walked away with your heart
From a jack to a king
With no regrets I stacked, I stacked the cards, I stacked the cards last night
And lady luck played her hand just right
You made me king of your heart
Oh for just a little while I thought that I might lose the game
Oh but just in time I saw that twinkle in your eyes
From a jack to a king of loneliness to a wedding, wedding, wedding ring
I played an ace and I won the queen
You made me king of your heart
For just a little while I thought that I might lose the game
Oh but just in time I saw, I saw that twinkle in your eyes
From a jack to a king from loneliness to a wedding, wedding, wedding ring
I played an ace and I won the queen
You made me king of your heart"
