Position,Artist,Song Title,Year,Lyrics
1,Carl Douglas,Kung Fu Fighting,1974,"Carl Douglas
Miscellaneous
Kung Fu Fighting
Oh-oh-oh-oh...

Everybody was Kung Fu fighting, those jerks were fast as lightning
In fact it was a little bit fright'ning, but they fought with expert timing

There was funky China men from funky Chinatown
They were trapping when up, they were trapping when down
It's an ancient Chinese art, and everybody knew their part
For my friend, ain't you a stiff, then I'm kickin' from the hip

Everybody was Kung Fu fighting, those kids were fast as lightning
In fact it was a little bit fright'ning, but they fought with expert timing

There was funky Billie Jim and little Sammy John
He said, here comes the big boss, let's get it on
We took the bow and made a stand, started swaying with the hand
A sudden motion made me stiff, now we're into a brandnew trip

Everybody was Kung Fu fighting, those kids were fast as lightning
In fact it was a little bit fright'ning, but they did it with expert timing

Oh-oh-oh-oh...

Everybody was Kung Fu fighting, those kids were fast as lightning
In fact it was a little bit fright'ning, make sure you have expert timing

Kung Fu fighting, had to be fast as lightning..."
2,Terry Jacks,Seasons in the Sun,1974,"Goodbye Emil, my trusted friend
We've known each other since we were nine or ten
Together we climbed hills and trees
Learned of love and A, B, C's
Skinned our hearts and skinned our knees

Goodbye Emil, it's hard to die
When all the bird's are singing in the sky
Now that the spring is in the air
Pretty girls are everywhere
I wish we could both be there

We had joy, we had fun
We had seasons in the sun
But the hills we could climb
Were just seasons out of time

Goodbye Papa, please pray for me
I was the black sheep of the family
You tried to show me right from wrong
But too much wine and too much song
Wonder how I got along

Goodbye Papa, it's hard to die
When all the bird's are singing in the sky
Now that the spring is in the air
Little kids are everywhere
Think of me and I'll be there

We had joy, we had fun
We had seasons in the sun
But the wine and the song
Like the seasons have all gone

Goodbye Francoise, my trusted wife
Without you I'd had a lonely life
You cheated lots of times with them
But I forgave you in the end
Though your lover was my friend

Goodbye Francoise, it's hard to die
When all the birds are singing in the sky
Now that the spring is in the air
With your lovers everywhere
Just be careful, I'll be there

We had joy, we had fun
We had seasons in the sun
But the stars we could reach
Were just starfish on the beach

Goodbye Michelle, my little one
You gave me joy and helped me find the sun
And every time when I was down
You would always come around
And get my feet back on the ground"
3,George McCrae,Rock Your Baby,1974,"Woman, take me in your arms
Rock your baby
Woman, take me in your arms
Rock your baby

There's nothin' to it just say you wanna do it
Open up your heart and let the lovin' start

Woman, take me in your arms
Rock your baby
Woman, take me in your arms
Rock your baby

Yeah, hold me tight with all your might
Now let your lovin' flow real sweet and slow

Woman, take me in your arms
Rock your baby
Woman, take me in your arms
Rock your baby

C'mon...
Ahhhh...

Woman, take me in your arms
Rock your baby, oo, oo, oo
Woman, take me in your arms
Rock your baby

Ah-aaaaaah, yeah
Take me in your arms and rock me
Ah-aaaaaah, yeah
Take me in your arms and rock me
Ah-aaaaaah-aaaaaah"
4,Abba,Waterloo,1974,"My my, at Waterloo Napoleon did surrender
Oh yeah, and I have met my destiny in quite a similar way

The history book on the shelf
Is always repeating itself

Waterloo
I was defeated, you won the war
Waterloo
Promise to love you forever more

Waterloo
Couldn't escape if I wanted to
Waterloo
Knowing my fate is to be with you
Waterloo
Finally facing my Waterloo

My my, I tried to hold you back but you were stronger
Oh yeah, and now it seems my only chance is giving up the fight

And how could I ever refuse?
I feel like I win when I lose

Waterloo
I was defeated, you won the war
Waterloo
Promise you'll love me forever more

Waterloo
Couldn't escape if I wanted to
Waterloo
Knowing my fate is to be with you
Waterloo
Finally facing my Waterloo

So how could I ever refuse?
I feel like I win when I lose

Waterloo
Couldn't escape if I wanted to
Waterloo
Knowing my fate is to be with you
Waterloo
Finally facing my Waterloo

Waterloo
Knowing my fate is to be with you
Waterloo
Finally facing my Waterloo"
5,Bachman-Turner Overdrive,You Ain't Seen Nothin' Yet,1974,"Exception occurred 
HTTP Error 404: Not Found"
6,Barbra Streisand,The Way We Were,1974,"Memories
Light the corners of my mind
Misty watercolor memories
Of the way we were

Scattered pictures
Of the smiles we left behind
Smiles we gave to one another
For the way we were

Can it be that it was all so simple then
Or has time rewritten every line
If we had the chance to do it all again
Tell me would we, could we

Memories
May be beautiful and yet
What's too painful to remember
We simply choose to forget

So it's the laughter
We will remember
Whenever we remember
The way we were
The way we were"
7,Steve Miller Band,The Joker,1974,"Some people call me the space cowboy
Yeah
Some call me the gangster of love
Some people call me Maurice
'Cause I speak of the pompatus of love

People talk about me baby
Say I'm doin' you wrong doin' you wrong
Well don't you worry baby don't worry
'Cause I'm right here right here right here right here at home

'Cause I'm a picker
I'm a grinner
I'm a lover and I'm a sinner
I play my music in the sun

I'm a joker
I'm a smoker
I'm a midnight toker
I sure don't want to hurt no one

I'm a picker
I'm a grinner
I'm a lover and I'm a sinner
I play my music in the sun

I'm a joker
I'm a smoker
I'm a midnight toker
I get my lovin' on run
W-o-o-o h-o-o-o
W-o-o-o h-o-o-o

You're the cutest thing that I ever did see
I really love your peaches
Want to shake your tree
Lovey dovey lovey dovey lovey dovey all the time
Ooo-eee baby
I'll sure show you good time

'Cause I'm a picker
I'm a grinner
I'm a lover and I'm a sinner
I play my music in the sun

I'm a joker
I'm a smoker
I'm a midnight toker
I get my lovin' on the run

I'm a picker
I'm a grinner
I'm a lover and I'm a sinner
l play my music in the sun

I'm a joker
I'm a smoker
I'm a midnight toker
I sure don't want to hurt no one

W-o-o-o h-o-o-o
W-o-o-o h-o-o-o
People keep talking about me baby
Say I'm doin' you wrong
Well don't you worry don't worry no don't worry
Mama
'Cause I'm right here at home
You're the cutest thing I ever did see
I really love your peaches
Want to shake your tree
Lovey dovey lovey dovey lovey dovey all the time
C'mon baby and I'll show you a good time"
8,The Rubettes,Sugar Baby Love,1974,"Sugar baby love, sugar baby love
I didn't make to make you blue
Sugar baby love, sugar baby love
I didn't mean to hurt you

All lovers make, make the same mistakes, yes they do
Yes, all lovers make, make the same mistakes as me and you

Sugar baby love, sugar baby love
I didn't make to make you blue
Sugar baby love, sugar baby love
I didn't mean to hurt you

People take my advice
If you love somebody
Don't think twice

Love you baby love, sugar baby love
Love her anyway, love her everyday"
9,The Hollies,The Air That I Breathe,1974,"If I could make a wish, I think I'd pass
Can't think of anything I need
No cigarettes, no sleep, no light, no sound
Nothing to eat, no books to read

Making love with you
Has left me peaceful, warm and tired
What more could I ask
There's nothing left, to be desired

Peace came upon me
And it leaves me weak
So sleep, silent angel
Go to sleep

Sometimes
All I need is the air
That I breathe
And to love you

All I need is the air
That I breathe
Just to love you
All I need is the air
That I breathe

Peace came upon me
And it leaves me weak
So sleep silent angel
Go to sleep

Sometimes
All I need is the air
That I breathe
And to love you

All I need is the air
That I breathe
Just to love you
All I need is the air
That I breathe

Sometimes
All I need is the air
That I breathe
And to love you

All I need is the air
That I breathe
Just, to love you
All I need is the air
That I breathe"
10,Wings,Band On the Run,1974,"Stuck inside these four walls
Sent inside forever
Never seeing no one
Nice again like you
Mama you, mama you

If I ever get out of her,
Thought of giving it all away
To a registered charity.
All I need is a pint a day
If I ever get outta here
If we ever get outta of here

Well, the rain exploded with a mighty crash
As we fell into the sun
And the first one said to the second one there
I hope you're having fun

Band on the run, band on the run
And the jailer man and sailor Sam
Were searching every one
For the band on the run
Band on the run
Band on the run
Band on the run

Well, the undertaker drew a heavy sigh
Seeing no one else had come
And a bell was ringing in the village square
For the rabbits on the run

Band on the run
Band on the run
And the jailer man and sailor Sam
Were searching every one
For the band on the run
Band on the run

Yeah the band on the run
Band on the run
Band on the run
Band on the run

Well, the night was falling as the desert world
Began to settle down.
In the town they're searching for us everywhere
But we never will be found

Band on the run
Band on the run
And the county judge who held a grudge
Will search for evermore
For the band on the run
Band on the run
Band on the run
Band on the run"
