Position,Artist,Song Title,Year,Lyrics
1,The Rolling Stones,Angie,1973,"Angie, Angie
When will those clouds all disappear?
Angie, Angie
Where will it lead us from here?

With no loving in our souls
And no money in our coats
You can't say we're satisfied
But, Angie, Angie

You can't say we never tried

Angie, you're beautiful, yeah
But ain't it time we said goodbye?

Angie,
I still love you

Remember all those nights we cried?
All the dreams we held so close

Seemed to all go up in smoke
Let me whisper in your ear
Angie, Angie

Where will it lead us from here?

Oh, Angie, don't you weep
All your kisses still taste sweet
I hate that sadness in your eyes
But, Angie, Angie

Ain't it time we said goodbye, yeah?
With no loving in our souls
And no money in our coats
You can't say we're satisfied
But, Angie, I still love you, baby
Everywhere I look, I see your eyes
There ain't a woman that comes close to you
Come on, baby, dry your eyes
But, Angie, Angie
Ain't it good to be alive?
Angie, Angie
They can't say we never tried"
2,Tony Orlando & Dawn,Tie a Yellow Ribbon 'round the Old Oak Tree,1973,"I'm comin' home, I've done my time
Now I've got to know what is and isn't mine
If you received my letter telling you I'd soon be free
Then you'll know just what to do
If you still want me
If you still want me
Whoa, tie a yellow ribbon 'round the old oak tree
It's been three long years
Do ya still want me?
If I don't see a ribbon round the old oak tree
I'll stay on the bus
Forget about us
Put the blame on me
If I don't see a yellow ribbon round the old oak tree
Bus driver, please look for me
'cause I couldn't bear to see what I might see
You know, I'm really still in prison
And my love, she holds the key
A simple yellow ribbon's what I need to set me free
I wrote, I told her please
Whoa, tie a yellow ribbon round the old oak tree
It's been three long years
Do ya still want me?
If I don't see a ribbon round the old oak tree
I'll stay on the bus
Forget about us
Put the blame on me
If I don't see that yellow ribbon 'round the old oak tree
Now the whole damned bus is cheerin'
And I can't believe I see
A hundred yellow ribbons round the old oak tree
I'm comin' home
(Tie a ribbon round the old oak tree)"
3,Roberta Flack,Killing Me Softly With His Song,1973,"Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly with his song

I heard he sang a good song, I heard he had a style
And so I came to see him to listen for a while
And there he was this young boy, a stranger to my eyes

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly with his song

I felt all flushed with fever, embarrassed by the crowd
I felt he found my letters and read each one out loud
I prayed that he would finish but he just kept right on

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly with his song

He sang as if he knew me in all my dark despair
And then he looked right through me as if I wasn't there
And he just kept on singing, singing clear and strong

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly with his song

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me

He was strong in my face
Yeah he was seeing my life
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly with his song"
4,Carly Simon,You're So Vain,1973,"Son of a gun
You walked into the party like you were walking onto a yacht
Your hat strategically dipped below one eye
Your scarf it was apricot
You had one eye in the mirror as you watched yourself gavotte
And all the girls dreamed that they'd be your partner they'd be your partner and

You're so vain
You probably think this song is about you

You're so vain (you're so vain)
I bet you think this song is about you
Don't you don't you?

You had me several years ago when I was still quite naive
Well you said that we made such a pretty pair and that you would never leave
But you gave away the things you loved
And one of them was me
I had some dreams they were clouds in my coffee clouds in my coffee and
You're so vain

You probably think this song is about you
You're so vain (you're so vain)

I bet you think this song is about you
Don't you don't you don't you?
I had some dreams they were clouds in my coffee clouds in my coffee and

You're so vain
You probably think this song is about you

You're so vain (you're so vain)
I bet you think this song is about you
Don't you don't you?

Well I hear you went up to Saratoga
And your horse naturally won
Then you flew your lear jet up to Nova Scotia
To see the total eclipse of the sun
Well you're where you should be all the time
And when you're not you're with some underworld spy or the wife of a close friend wife of a close friend and
You're so vain
You probably think this song is about you
You're so vain (so vain)
I bet you think this song is about you
Don't you don't you don't you?
You're so vain
You probably think this song is about you
You're so vain
Probably think this song about you
You're so vain"
5,Elton John,Crocodile Rock,1973,"I remember when rock was young
Me and Suzie had so much fun
Holding hands and skimming stones
Had an old gold Chevy and a place of my own
But the biggest kick I ever got
Was doing a thing called the Crocodile Rock
While the other kids were rocking round the clock
We were hopping and bopping to the Crocodile Rock

Well 'Crocodile Rocking' is something shocking
When your feet just can't keep still
I never knew me a better time and I guess I never will
Oh Lawdy Mama those Friday nights
When Suzie wore her dresses tight
And the 'Crocodile Rocking' was out of the sight

La, la la la
La la la
La la la

But the years went by and the rock just died
Suzie went and left us for some foreign guy
Long nights crying by the record machine
Dreaming of my Chevy and my old blue jeans
But they'll never kill the thrills we've got
Burning up to the Crocodile Rock
Learning fast as the weeks went past
We really thought the Crocodile Rock would last

Well 'Crocodile Rocking' is something shocking
When your feet just can't keep still
I never knew me a better time and I guess I never will
Oh Lawdy Mama those Friday nights
When Suzie wore her dresses tight
And the 'Crocodile Rocking' was out of the sight

La, la la la
La la la
La la la

I remember when rock was young
Me and Suzie had so much fun
Holding hands and skimming stones
Had an old gold Chevy and a place of my own
But the biggest kick I ever got
Was doing a thing called the Crocodile Rock
While the other kids were rocking round the clock
We were hopping and bopping to the Crocodile Rock

Well 'Crocodile Rocking' is something shocking
When your feet just can't keep still
I never knew me a better time and I guess I never will
Oh Lawdy Mama those Friday nights
When Suzie wore her dresses tight
And the 'Crocodile Rocking' was out of the sight

La, la la la
La la la
La la la
..."
6,Lobo,I'd Love You to Want Me,1973,"When I saw you standing there
I'bout fell off my chair
And when you moved your mouth to speak
I felt the blood go to my feet

Now, it took time for me to know
What you tried so not to show
Something in my soul just cried
I see the want in your blue eyes

Baby, I'd love you to want me
The way that I want you
The way that it should be
Mmm, baby, you'd love me to want you
The way that I want to
If you'd only let it be

You told yourself years ago
You'd never let your feelings show
The obligation that you made
For the title that they gave

Baby, I'd love you to want me
The way that I want you
The way that it should be
Mmm, baby, you'd love me to want you
The way that I want to
If you'd only let it be

Now, it took time for me to know
What you tried so not to show
Something in my soul just cried
I see the want in your blue eyes

Baby, I'd love you to want me
The way that I want you
The way that it should be
Mmm, baby, you'd love me to want you
The way that I want to
If you'd only let it be
Oh baby, I'd love you to want me
The way that I want you
The way that it should be
Mmm, baby, you'd love me to want you
The way that I want to
If you'd only let it be"
7,The Sweet,The Ballroom Blitz,1973,"Are you ready Steve? Uh-huh
Andy? Yeah
Mick? Okay
Alright fellas - let's go!

Oh it's been getting so hard
Living with the things you do to me
My dreams are getting so strange
I'd like to tell you everything I see

Oh, I see a man in the back as a matter of fact
His eyes were as red as the sun
And the girl in the corner that no one ignores
Cause she thinks she's the passionate one

Oh Yeah! It was like lightning
Everybody was frightening
And the music was soothing
And they all started grooving

Yeah, Yeah, Yeah-Yeah-Yeah
And the man in the back said everyone attack
And it turned into a ballroom blitz
And the girl in the corner said boy I want to warn you
It'll turn into a ballroom blitz
Ballroom blitz, ballroom blitz, ballroom blitz, ballroom blitz

Oh reaching out for something
Touching nothing's all I ever do
Oh I softly call you over
When you appear there's nothing left of you

And the man in the back is ready to crack
As he raises his hands to the sky
And the girl in the corner is everyone's mourner
She could kill you with a wink of her eye

Oh Yeah! It was electric
So frantically hectic
And the band started leaving
Cause they all stopped breathing

Oh Yeah! It was like lightning
Everybody was frightening
And the music was soothing
And they all started grooving

It's it's a ballroom blitz
It's it's a ballroom blitz
It's it's a ballroom blitz
Yeah, it's a ballroom blitz"
8,Elton John,Goodbye Yellow Brick Road,1973,"When are you gonna come down?
When are you going to land?
I should have stayed on the farm
I should have listened to my old man

You know you can't hold me forever
I didn't sign up with you
I'm not a present for your friends to open
This boy's too young to be singing the blues

So goodbye yellow brick road
Where the dogs of society howl
You can't plant me in your penthouse
I'm going back to my plough

Back to the howling old owl in the woods
Hunting the horny back toad
Oh, I've finally decided my future lies
Beyond the yellow brick road

What do you think you'll do then?
I bet that'll shoot down your plane
It'll take you a couple of vodka and tonics
To set you on your feet again

Maybe you'll get a replacement
There's plenty like me to be found
Mongrels who ain't got a penny
Sniffing for tidbits like you on the ground

So goodbye yellow brick road
Where the dogs of society howl
You can't plant me in your penthouse
I'm going back to my plough

Back to the howling old owl in the woods
Hunting the horny back toad
Oh I've finally decided my future lies
Beyond the yellow brick road"
9,Stevie Wonder,Superstition,1973,We do not have the lyrics for Superstition yet.
10,Gilbert O'Sullivan,Get Down,1973,"Told you once before
And I won't tell you no more
Get down, get down, get down
You're a bad dog, baby
But I still want you 'round

You give me the creeps
When you jump on your feet
So get down, get down, get down
Keep your hands to yourself
I'm strictly out of bounds

Once upon a time I drank a little wine
Was as happy as could be, happy as could be
Now I'm just like a cat on a hot tin roof
Baby what do you think you're doin' to me

Told you once before
And I won't tell you no more
So get down, get down, get down
You're a bad dog, baby

But I still want you 'round, around
I still want you around, aye, aye, aye

I don't give a damn
And I'd like you if you can to
Get down, get down, get down
You're bad dog, baby
But I still want you 'round

Once upon a time I drank a little wine
Was as happy as could be, happy as could be
Now I'm just like a cat on a hot tin roof
Baby, what do you think you're doin' to me

Told you once before
And I won't tell you no more
So get down, get down, get down
You're a bad dog, baby
But I still want you 'round, around"
