Position,Artist,Song Title,Year,Lyrics
1,Pink Floyd,Another Brick in the Wall (part 2),1980,"We don't need no education
We don'Â€Â t need no thought control
No dark sarcasm in the classroom
Teacher leave them kids alone

Hey, teacher, leave 'em kids alone
All in all it's just another brick in the wall
All in all you're just another brick in the wall

We don't need no education
We don'Â€Â t need no thought control
No dark sarcasm in the classroom
Teachers leave them kids alone

Hey, teacher, leave us kids alone
All in all you're just another brick in the wall
All in all you're just another brick in the wall

{""Wrong do it again, wrong do it again""
""If you don't eat your meat, you can't have any pudding
How can you have any pudding if you don't eat your meat?""
""You! yes, you behind the bikesheds, stand still laddie!""}"
2,Barbra Streisand,A Woman in Love,1980,"Barbra Streisand
Miscellaneous
A Woman In Love
Life is a moment in space 
When the dream is gone 
It’s a lonelier place 
I kiss the morning goodbye 
But down inside you know 
We never know why 
The road is narrow and long 
When eyes meet eyes 
And the feeling is strong 
I turn away from the wall 
I stumble and fall 
But I give you it all... 

Chorus: 
I am a woman in love 
And I do anything 
To get you into my world 
And hold you within 
It’s a right I defend 
Over and over again 
What do I do? 
With you eternally mine 
In love there is 
No measure of time 
We planned it all at the start 
That you and I 
Would live in each other's hearts 
We may be oceans away 
You feel my love 
I hear what you say 
No truth is ever a lie 
I stumble and fall 
But I give you it all 

Repeat Chorus 
I am a woman in love 
And I'm talking to you 
Do you know how it feels? 
What a woman can do 
It’s a right 
That I defend over and over again......"
3,John Lennon,(Just Like) Starting Over,1980,"Our life together is so precious together
We have grown, we have grown
Although our love is still special
Let's take a chance and fly away somewhere alone

It's been too long since we took the time
No-one's to blame, I know time flies so quickly
But when I see you darling
It's like we both are falling in love again
It'll be just like starting over, starting over

Everyday we used to make it love
Why can't we be making love nice and easy
It's time to spread our wings and fly
Don't let another day go by my love
It'll be just like starting over, starting over

Why don't we take off alone
Take a trip somewhere far, far away
We'll be together all alone again
Like we used to in the early days
Well, well darling

It's been too long since we took the time
No-one's to blame, I know time flies so quickly
But when I see you darling
It's like we both are falling in love again
It'll be just like starting over, starting over

Our life together is so precious together
We have grown, we have grown
Although our love is still special
Let's take a chance and fly away somewhere...
Starting over"
4,Diana Ross,Upside Down,1980,"I said, upside down
You're turnin' me
You're givin' love instinctively
Round and round you're turnin' me

Upside down
Boy, you turn me
Inside out
And round and round

Upside down
Boy, you turn me
Inside out
And round and round

Instinctively, you give to me
The love that I need
I cherish the moment with you

Respectfully, I say to thee
I'm aware that you're cheatin'
When no one makes me feel like you do

Upside down
Boy, you turn me
Inside out
And round and round

Upside down
Boy, you turn me
Inside out
And round and round

I know you got charm and appeal
You always play the field
I'm crazy to think you are mine

As long as the sun continues to shine
There's a place in my heart for you
That's the bottom line

Upside down
Boy, you turn me
Inside out
And round and round

Upside down
Boy, you turn me
Inside out
And round and round

Instinctively, you give to me
The love that I need
I cherish the moment with you

Respectfully, I say to thee
I'm aware that you're cheatin'
But no one makes me feel like you do

Upside down
Boy, you turn me
Inside out
And round, round

Upside down
Boy, you turn me
Inside out
And round and round

Upside down
Boy, you turn me
Inside out
And round and round

Upside down
Boy, you turn me
Inside out
And round, round

Upside down, you're turnin' me
You're givin' love instinctively
Round and round, you're turnin' me
I say to thee respectfully

Upside down, you're turnin' me
You're givin' love instinctively
Around and round, you're turnin' me
I say to thee respectfully

I said, upside down, you're turnin' me
You're givin' love instinctively
Around and round, you're turnin' me
I say to thee respectfully

Upside down, you're turnin' me
You're givin' love instinctively
Round and round, you're turnin' me
I say to thee respectfully
Upside down, you're turnin' me"
5,Blondie,Call Me,1980,"Call on me, oh call up, baby
Call on me, oh call
Call on me, oh call up, darling
I know who you are
Come up off your calling chart
I know where you're coming from

Call me!
(Call me!)
On the line
Call me, call me any anytime
Call me!
(Call me!)
I'll arrive
You can call me any day or night
Call me

Cover me with kisses, baby
Cover me with love
Roll me in designer sheets
I'll never get enough
Emotions come, I don't know why

Cover of love's alibi
Call me!
(Call me!)
On the line
Call me, call me any anytime
Call me!
(Call me!)
I'll arrive
When you're ready we can share the wine

Call me
Ooh, he speaks the languages of love
Ooh, amor, llámame, llámame!

Ooh, appelle moi, mon cheri, appelle moi!
Anytime, anyplace, anywhere, anyway
Anytime, anyplace, anywhere, any day
Call me!
(Call me!)
My love
Call me, call me any anytime

Call me
(Call me!)
For a ride
Call me
Call me for some overtime
Call me!
(Call me!)
My love

Call me
Call me in a sweet design
Call me!
(Call me!)
Call me for your lover's lover's alibi
Call me!
(Call me!)
For a ride
Call me, call me any anytime
Call me
(Call me!)
Uh, call me
Uh, uh, uh, call me!
(Call me!)
My love
Call me, call me any anytime"
6,Lipps Inc,Funkytown,1980,"Gotta make a move to a town
That's right for me
Town to keep me movin'
Keep me groovin' with some energy

Well, I talk about it, talk about it
Talk about it, talk about it
Talk about, talk about
Talk about movin'

Gotta move on
Gotta move on
Gotta move on

Won't you take me to
Funkytown?
Won't you take me to
Funkytown?
Won't you take me to
Funkytown?
Won't you take me to
Funkytown?

Won't you take me to
Funkytown?
Won't you take me to
Funkytown?
Won't you take me to
Funkytown?
Won't you take me to
Funkytown?

Gotta make a move to a town
That's right for me
Town to keep me movin'
Keep me groovin' with some energy

Well, I talk about it, talk about it
Talk about it, talk about it
Talk about, talk about
Talk about movin'

Gotta move on
Gotta move on
Gotta move on

Won't you take me to
Funkytown?
Won't you take me to
Funkytown?
Won't you take me to
Funkytown?
Won't you take me to
Funkytown?

Won't you take me to
Funkytown?
Won't you take me to
Funkytown?
Won't you take me to
Funkytown?
Won't you take me to
Funkytown?

Won't you take me down to
Funkytown?
Won't you take me down to
Funkytown?
Won't you take me down to
Funkytown?
Won't you take me down to
Funkytown?

Won't you take me to
Funkytown?
Won't you take me to
Funkytown?
Won't you take me to
Funkytown?
Won't you take me to
Funkytown?

Take me, won't you take me?
Take me, won't you take me?
Take me, won't you take me?
  (Won't you take me to?)
Take me, won't you take me?
  (Won't you take me to?)

I wanna go to Funkytown
  (Won't you take me to?)
I wanna go to Funkytown
  (Won't you take me to?)
I wanna go to Funkytown
  (Won't you take me to?)
I wanna go to Funkytown
  (Won't you take me to?)"
7,Queen,Another One Bites the Dust,1980,"Steve walks warily down the street
The brim pulled way down low
And ain't no sound but the sound of his feet
Machine guns ready to go

Are you ready hey, are you ready for this
Are you standing on the edge of your seat
Out of the doorway the bullets rip
To the sound of the beat, yeah, yeah, yeah, sing it

Another one bites the dust
Another one bites the dust, hey
And another one gone, and another one gone
Another one bites the dust
Hey, I'm gonna get you too
Another one bites the dust

How do you think I'm going to get along
Without you, when you're gone?
You took me for everything that I had
You kicked me out on my own

Are you happy? Are you satisfied?
How long can you stand the heat?
Out of the doorway the bullets rip
To the sound of the beat, yeah, yeah, yeah

Another one bites the dust
Another one bites the dust
And another one gone, and another one gone
Another one bites the dust
Hey, gonna get you too
Another one bites the dust

Another one bites the dust yeah
Another one bites the dust
Another one bites the dust yeah, yeah
Another one bites the dust yeah, yeah
Another one bites the dust yeah
Another one bites the dust yeah
Yeah, yeah
Yeah, yeah
Give me yeah yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah
Yeah, yeah

Another one bites the dust
Another one bites the dust
Hey ,another one bites the dust yeah
Another one bites the dust yeah

Bites the dust
Bites the dust
Bites the dust
Bites the dust

Yeah
Yeah
Yeah
Yeah

Another one bites the dust
Another one bites the dust
Another one bites the dust
Another one bites the dust
Yeah, yeah, yeah

There are plenty of ways you can hurt a man
And bring him to the ground
You can beat him, you can cheat him
You can treat him bad and leave him when he's down

Is he ready, is he ready for you
I'm standing on my own two feet
Out of the doorway the bullets rip
Repeating the sound of the beat

Another one bites the dust
Another one bites the dust, hey
And another one gone, and another one gone
Another one bites the dust
Hey, I'm gonna get you too
Another one bites the dust

Yeah, yeah
Alright
Yeah, yeah, yeah
Yes"
8,Queen,Crazy Little Thing Called Love,1980,"This thing called love
I just can't handle it
This thing called love
I must get round to it
I ain't ready
Crazy little thing called love
This thing (this thing)

Called love (called love)
It cries (like a baby)
In a cradle all night

It swings (woo woo)

It jives (woo woo)
It shakes all over like a jelly fish
I kinda like it
Crazy little thing called love

There goes my baby
She knows how to rock 'n roll

She drives me crazy

She gives me hot and cold fever
Then she leaves me in a cool cool sweat
I gotta be cool, relax, get hip

Get on my tracks
Take a back seat, hitch-hike
And take a long ride on my motor bike
Until I'm ready
Crazy little thing called love
I gotta be cool, relax, get hip
Get on my tracks
Take a back seat, hitch-hike
And take a long ride on my motor bike
Until I'm ready (ready Freddie)
Crazy little thing called love
This thing called love
I just can't handle it
This thing called love
I must get round to it
I ain't ready
Crazy little thing called love
Crazy little thing called love
Crazy little thing called love
Crazy little thing called love
Crazy little thing called love
Crazy Little Thing Called Love..."
9,Irene Cara,Fame,1980,"Baby you look at me and tell me what you see
You ain't seen the best of me yet
Give me time, I'll make you forget the rest
I've got more in me and you can set it free
I can catch the moon in my hand
Don't you know who I am?
Remember my name

(Fame)
I'm gonna live forever
I'm gonna learn how to fly
(High)
I feel it coming together
People will see me and cry

(Fame)
I'm gonna make it to heaven
Light up the sky like a flame
(Fame)
I'm gonna live forever
Baby, remember my name
(Remember, remember, remember, remember)
(Remember, remember, remember, remember)

Baby hold me tight, 'cause you can make it right
You can shoot me straight to the top
Give me love and take all I've got to give
Baby I'll be tough, too much is not enough, no
I'll grab your heart till it breaks
You got what it takes

(Fame)
I'm gonna live forever
I'm gonna learn how to fly
(High)
I feel it coming together
People will see me and cry

(Fame)
I'm gonna make it to heaven
Light up the sky like a flame
(Fame)
I'm gonna live forever
Baby, remember my name
(Remember, remember, remember, remember)
(Remember, remember, remember)

(Fame)
I'm gonna make it to heaven
Light up the sky like a flame
(Fame)
I'm gonna live forever
Baby, remember my name
  (Remember, remember, remember, remember)
  (Remember, remember, remember, remember)
Remember my name

(Fame)
I'm gonna live forever
(Fame)
I'm gonna learn how to fly
(High)
I feel it coming together
(Fame)
People will see me and cry
  (Remember my name)

(Fame)
I'm gonna make it to heaven"
10,Olivia Newton-John,Xanadu,1980,"Exception occurred 
HTTP Error 404: Not Found"
