Position,Artist,Song Title,Year,Lyrics
1,Abba,Dancing Queen,1976,"You can dance, you can jive
Having the time of your life
Ooh see that girl, watch that scene
Dig in the dancing queen

Friday night and the lights are low
Looking out for a place to go
Where they play the right music, getting in the swing
You come in to look for a king

Anybody could be that guy
Night is young and the music's high
With a bit of rock music, everything is fine
You're in the mood for a dance
And when you get the chance

You are the dancing queen
Young and sweet, only seventeen
Dancing queen, feel the beat
From the tambourine, oh yeah

You can dance, you can jive
Having the time of your life
Ooh see that girl, watch that scene
Dig in the dancing queen

You're a teaser, you turn 'em on
Leave 'em burning and then you're gone
Looking out for another, anyone will do
You're in the mood for a dance
And when you get the chance

You are the dancing queen
Young and sweet, only seventeen
Dancing queen, feel the beat
From the tambourine, oh yeah

You can dance, you can jive
Having the time of your life
Ooh see that girl, watch that scene
Dig in the dancing queen
Dig in the dancing queen"
2,Queen,Bohemian Rhapsody,1976,"Is this the real life?
Is this just fantasy?
Caught in a landslide
No escape from reality

Open your eyes
Look up to the skies and see
I'm just a poor boy
I need no sympathy

Because I'm easy come, easy go
Little high, little low
Any way the wind blows
Doesn't really matter to me, to me

Mama, just killed a man
Put a gun against his head
Pulled my trigger, now he's dead
Mama, life had just begun
But now I've gone and thrown it all away

Mama, ooh
Didn't mean to make you cry
If I'm not back again this time tomorrow
Carry on, carry on as if nothing really matters

Too late, my time has come
Sends shivers down my spine
Body's aching all the time

Goodbye everybody
I've got to go
Gotta leave you all behind
And face the truth

Mama, ooh
(Any way the wind blows)
I don't want to die
I sometimes wish I'd never been born at all

I see a little silhouetto of a man
Scaramouche, Scaramouche, will you do the Fandango?
Thunderbolt and lightning, very very frightening me
(Galileo, Galileo, Galileo, Galileo, Galileo, Figaro)
Magnifico

I'm just a poor boy, nobody loves me
He's just a poor boy from a poor family
Spare him his life from this monstrosity

Easy come, easy go, will you let me go?
Bismillah! No, we will not let you go!
(Let him go!)
Bismillah! We will not let you go!
(Let him go!)
Bismillah! We will not let you go!
(Let me go!)
Will not let you go!
(Let me go!)
(Never never never never let me go!)
Will not let you go!

No, no, no, no, no, no, no
Oh mama mia, mama mia
Mama mia, let me go
Beelzebub has a devil put aside
For me, for me, for me

So you think you can stone me and spit in my eye?
So you think you can love me and leave me to die?
Oh, baby, can't do this to me, baby
Just gotta get out, just gotta get right outta here

Nothing really matters
Anyone can see
Nothing really matters
Nothing really matters to me
Any way the wind blows"
3,Chicago,If You Leave Me Now,1976,"If you leave me now you'll take away the biggest part of me
No baby please don't go
And if you leave me now you'll take away the very heart of me
No baby please don't go, no I just want you to stay

A love like ours is love that's hard to find
How could we let it slip away?
We've come too far to leave it all behind
How could we end it all this way?
When tomorrow comes and we both regret
The things we said today

A love like ours is love that's hard to find
How could we let it slip away?
We've come too far to leave it all behind
How could we end it all this way?
When tomorrow comes and we both regret
The things we said today

And if you leave me now you'll take away the biggest part of me
No baby please don't go, no baby please don't go
Oh girl, I just got to have your lovin, yeah
No baby please don't go, don't go, don't go"
4,Elton John & Kiki Dee,Don't Go Breaking My Heart,1976,"Don't go breaking my heart
I couldn't if I tried
Honey if I get restless
Baby you're not that kind

Don't go breaking my heart
You take the weight off me
Honey when you knock on my door

Ooh I gave you my key

Woo hoo
Nobody knows it
When I was down
I was your clown
Woo hoo
Nobody knows it
(nobody knows... it)
Right from the start

I gave you my heart
Oh-oh I give you my heart

So don't go breaking my heart
I won't go breaking your heart
Don't go breaking my heart

Nobody told us
'Cause nobody showed us
Now it's up to us babe
Whoa I think we can make it

So don't misunderstand me
You put the light in my life
Oh, you put the spark to the flame
I got your heart in my sight
Woo hoo
Nobody knows it
When I was down
I was your clown
Woo hoo

Nobody knows it
(nobody knows... it)
Right from the start
I gave you my heart
Oh-oh

I give you my heart
Don't go breaking my heart
I won't go breaking your heart
Don't go breaking my heart
Woo hoo
Nobody knows it
(woo hoo) When I was down
(woo hoo) I was your clown
(woo hoo) Right from the start
(woo hoo) I gave you my heart
Oh-oh I give you my heart
Don't go breaking my heart
I won't go breaking your heart
(don't go breaking my)
(don't go breaking my)
Don't go breaking my heart
(don't go breaking my)
(don't go breaking my)
I won't (aaah) go breaking your heart
Don't go breaking my heart
(don't go breaking my)
I won't (aaah) go breaking your heart
Don't go breaking my heart
(don't go breaking my)
I won't (aaah) go breaking your heart
Don't go breaking my heart
(don't go breaking my)
I won't (aaah) go breaking your heart
Don't go breaking my heart
(don't go breaking my)
I won't (aaah) go breaking your heart
Don't go breaking my heart
(don't go breaking my)
I won't (aaah) go breaking your heart
Don't go breaking my heart
(don't go breaking my)
I won't (aaah) go breaking your heart
Don't go breaking my heart
(don't go breaking my)
I won't (aaah) go breaking your heart
Don't go breaking my heart
(don't go breaking my)"
5,Abba,Fernando,1976,"Can you hear the drums Fernando?
I remember long ago another starry night like this
In the firelight Fernando, you were humming to yourself
And softly strumming your guitar, I could hear the distant drums
And sounds of bugle calls were coming from afar

They were closer now Fernando
Every hour every minute seemed to last eternally
I was so afraid Fernando, we were young and full of life
And none of us prepared to die and I'm not ashamed to say
The roar of guns and cannons almost made me cry

There was something in the air that night, the stars were bright, Fernando
They were shining there for you and me for liberty, Fernando
Though we never thought that we could lose, there's no regret
If I had to do the same again, I would my friend, Fernando
If I had to do the same again, I would my friend, Fernando

Now we're old and gray Fernando
Since many years I haven't seen a rifle in your hand
Can you hear the drums Fernando?
Do you still recall the frightful night we crossed the Rio Grande?
I can see it in your eyes how proud you were to fight for freedom in this land

There was something in the air that night the stars were bright, Fernando
They were shining there for you and me for liberty, Fernando
Though we never thought that we could lose, there's no regret
If I had to do the same again, I would my friend, Fernando

There was something in the air that night, the stars were bright, Fernando
They were shining there for you and me for liberty, Fernando
Though we never thought that we could lose, there's no regret
If I had to do the same again, I would my friend, Fernando
Yes if had to do the same again, I would my friend, Fernando
If had to do the same again, I would my friend, Fernando"
6,The Four Seasons,December 1963 (Oh What a Night),1976,"Oh, what a night
Late December, back in '63
What a very special time for me
As I remember, what a night

Oh, what a night
You know, I didn't even know her name
But I was never gonna be the same
What a lady, what a night

Oh, I
I got a funny feeling when she walked in the room
Hey, my
As I recall, it ended much too soon

Oh, what a night
Hypnotizing, mesmerizing me
She was everything I dreamed she'd be
Sweet surrender, what a night

And I felt a rush like a rolling bolt of thunder
Spinning my head around and taking my body under
Oh, what a night

Oh, I
Got a funny feeling when she walked in the room
Hey, my
As I recall, it ended much too soon

Oh, what a night
Why'd it take so long to see the light?
Seemed so wrong, but now it seems so right
What a lady, what a night

Oh, I felt a rush like a rolling bolt of thunder
Spinning my head around and taking my body under
Oh, what a night (Do do do do do, do do do do)
Oh, what a night (Do do do do do, do do do do)
Oh, what a night (Do do do do do, do do do do)
Oh, what a night (Do do do do do, do do do do)
Oh, what a night (Do do do do do, do do do do)
Oh, what a night (Do do do do do, do do do do)
Oh, what a night (Do do do do do, do do do do)"
7,The Manhattans,Kiss & Say Goodbye,1976,"This has got to be the saddest day of my life
I called you here today for a bit of bad news
I won't be able to see you anymore
Because of my obligations, and the ties that you have
We've been meeting here everyday
And since this is our last day together
I wanna hold you just one more time
When you turn and walk away, don't look back
I wanna remember you just like this
Let's just kiss and say goodbye

I had to meet you here today
There's just so many things to say
Please don't stop me 'til I'm through
This is something I hate to do
We've been meeting here so long
I guess what we done, oh was wrong
Please darlin', don't you cry

Let's just kiss and say goodbye (Goodbye)
Many months have passed us by
(I'm gonna miss you)
I'm gonna miss you, I can't lie
(I'm gonna miss you)
I've got ties, and so do you
I just think this is the thing to do
It's gonna hurt me, I can't lie
Maybe you'll meet, you'll meet another guy

Understand me, won't you try, try, try, try, try, try, try

Let's just kiss and say goodbye (Goodbye)
(I'm gonna miss you)
I'm gonna miss you, I can't lie
(I'm gonna miss you)
Understand me, won't you try
(I'm gonna miss you)
It's gonna hurt me, I can't lie
(I'm gonna miss you)
Take my hankerchief, wipe your eyes
(I'm gonna miss you)
Maybe you'll find, you'll find another guy
(I'm gonna miss you)
Let's kiss and say goodbye, pretty baby
(I'm gonna miss you)
Please, don't you cry
(I'm gonna miss you)
Understand me, won't you try
(I'm gonna miss you)
Let's just kiss
And say goodbye"
8,Rod Stewart,Tonight's the Night (Gonna Be Alright),1976,"Stay away from my window
Stay away from my back door too
Disconnect the telephone line
Relax baby and draw that blind

Kick off your shoes and sit right down
Loosen off that pretty French gown
Let me pour you a good long drink
Ooh baby don't you hesitate cause

Tonights the night
It's gonna be alright
Cause I love you girl
Ain't nobody gonna stop us now

C'mon angel my hearts on fire
Don't deny your man's desire
You'd be a fool to stop this tide
Spread your wings and let me come inside

Tonights the night
It's gonna be alright
Cause I love you girl
Ain't nobody gonna stop us now

Don't say a word my virgin child
Just let your inhibitions run wild
The secret is about to unfold
Upstairs before the night's too old

Tonights the night
It's gonna be alright
Cause I love you woman
Ain't nobody gonna stop us now"
9,Wings,Silly Love Songs,1976,"You'd think that people would have had enough of silly love songs
I look around me and I see it isn't so
Some people want to fill the world with silly love songs
And what's wrong with that?
I'd like to know
'Cause here I go again
I love you, I love you
I love you, I love you

I can't explain the feeling's plain to me; can't you see?
Ah, she gave me more, she gave it all to me now can't you see?
What's wrong with that?
I need to know
'Cause here I go again
I love you, I love you

Love doesn't come in a minute
Sometimes it doesn't come at all
I only know that when I'm in it
It isn't silly, love isn't silly, love isn't silly at all

How can I tell you about my loved one?
How can I tell you about my loved one?
""I love you"" over Paul's ""How can I tell you about my loved one?""
""I love you"" over Paul's ""How can I tell you about my loved one?""

I love you
I love you
""I can't explain the feeling's plain to me, say can't you see?""
""I love you""
""Ah, he gave me all, he gave it all to me to me, say can't you see?""
""I love you""
""I can't explain the feeling's plain to me, say can't you see?""
""How can I tell you about my loved one?""
""Ah, he gave me all, he gave it all to me to me say can't you see?""
""How can I tell you about my loved one?""
""I can't explain the feeling's plain to me, say can't you see?""
""How can I tell you about my loved one?""
""Ah, he gave me all, he gave it all to me to me say can't you see?""
""How can I tell you about my loved one?""

You'd think that people would have had enough of silly love songs
I look around me and I see it isn't so, oh no
Some people want to fill the world with silly love songs
What's wrong with that?"
10,Boney M,Daddy Cool,1976,"She's crazy like a fool
What about it daddy cool?

She's crazy like a fool
What about daddy cool?
I'm crazy like a fool
What about daddy cool?

Daddy, daddy cool
Daddy, daddy cool
Daddy, daddy cool
Daddy, daddy cool

She's crazy like a fool
What about daddy cool?
I'm crazy like a fool
What about daddy cool?

Daddy, daddy cool
Daddy, daddy cool
Daddy, daddy cool
Daddy, daddy cool

She's crazy about her daddy
Oh she believes in him
She loves her daddy

She's crazy like a fool
What about daddy cool?
I'm crazy like a fool
What about daddy cool?

Daddy, daddy cool
Daddy, daddy cool
Daddy, daddy cool
Daddy, daddy cool"
