Position,Artist,Song Title,Year,Lyrics
1,Madonna,Like a Prayer,1989,"Life is a mystery
Everyone must stand alone
I hear you call my name
And it feels like home

When you call my name it's like a little prayer
I'm down on my knees, I wanna take you there
In the midnight hour I can feel your power
Just like a prayer you know I'll take you there

I hear your voice
It's like an angel sighing
I have no choice, I hear your voice
Feels like flying

I close my eyes
Oh God I think I'm falling
Out of the sky, I close my eyes
Heaven help me

When you call my name it's like a little prayer
I'm down on my knees, I wanna take you there
In the midnight hour I can feel your power
Just like a prayer you know I'll take you there

Like a child
You whisper softly to me
You're in control just like a child
Now I'm dancing

It's like a dream
No end and no beginning
You're here with me it's like a dream
Let the choir sing

When you call my name it's like a little prayer
I'm down on my knees, I wanna take you there
In the midnight hour I can feel your power
Just like a prayer you know I'll take you there

When you call my name it's like a little prayer
I'm down on my knees, I wanna take you there
In the midnight hour I can feel your power
Just like a prayer you know I'll take you there

Life is a mystery
Everyone must stand alone
I hear you call my name
And it feels like home

Just like a prayer, your voice can take me there
Just like a muse to me, you are a mystery
Just like a dream, you are not what you seem
Just like a prayer, no choice your voice can take me there

Just like a prayer, I'll take you there
It's like a dream to me
Just like a prayer, I'll take you there
It's like a dream to me

Just like a prayer, I'll take you there
It's like a dream to me
Just like a prayer, I'll take you there
It's like a dream to me

Just like a prayer, your voice can take me there
Just like a muse to me, you are a mystery
Just like a dream, you are not what you seem
Just like a prayer, no choice your voice can take me there

Just like a prayer, your voice can take me there
Just like a muse to me, you are a mystery
Just like a dream, you are not what you seem
Just like a prayer, no choice your voice can take me there
Your voice can take me there
Like a prayer

Just like a prayer
Just like a prayer, your voice can take me there
Just like a prayer
Just like a prayer, your voice can take me there"
2,Phil Collins,Another Day in Paradise,1989,"She calls out to the man on the street
""Sir, can you help me?
It's cold and I've nowhere to sleep
Is there somewhere you can tell me?""

He walks on, doesn't look back
He pretends he can't hear her
He starts to whistle as he crosses the street
She's embarrassed to be there

Oh, think twice, it's just another day for
For you and me in paradise
Oh, think twice, it's just another day
For you, you and me in paradise
Just think about it

She calls out to the man on the street
He can see she's been cryin'
She's got blisters on the soles of her feet
She can't walk but she's tryin'

Oh, just think twice, it's just another day
For you and me in paradise
Oh, yes think twice, it's just another day
For you, you and me in paradise
Just think about it, just think about it

Oh Lord, is there nothing more anybody can do?
Oh Lord, there must be something you can say

You can tell by the lines on her face
You can see that she's been there
Probably been moved on from every place
'Cause she didn't fit in there

Oh, yes think twice, it's just another day
For you and me in paradise
Oh, yes think twice, it's just another day
For you, you and me in paradise
Just think about it, just think about it

It's just another day
For you and me in paradise
It's just another day
For you and me in paradise
It's just another day
For you and me in paradise
It's just another day
For you and me in paradise
It's just another day
For you and me
It's another day
For you and me
It's another day
For you and me in paradise
In paradise"
3,Roxette,The Look,1989,"Walking like a man
Hitting like a hammer
She's a juvenile scam
Never was a quitter
Tasty like a raindrop
She's got the look
Heavenly bound

'Cause heaven's got a number

When she's spinnin' me around

Kissin' is a colour

Her lovin' is a wild dog
She's got the look

She's got the look
(She's got the look)

She's got the look

(She's got the look)

What in the world can make a
Brown-eyed girl turn blue?

When everything I'll ever do
I'll do for you
And I go la la la la la

She's got the look
Fire in the ice
Naked to the T-bone
Is a lover's disguise
Bangin' on the head drum
Shakin' like a mad bull
She's got the look
Swayin' to the band
Movin' like a hammer
She's a miracle man
Lovin' is the ocean
Kissin' is the wet sand
She's got the look
She's got the look
(She's got the look)
She's got the look
(She's got the look)
What in the world can make a
Brown-eyed girl turn blue?
When everything I'll ever do
I'll do for you
And I go la la la la la
She's got the look
Walkin' like a man
Hittin' like a hammer
She's a juvenile scam
Never was a quitter
Tasty like a raindrop
She's got the look
And she goes
Na na na na na
Na na na na na
Na na na na na na
Na na na na na
Na na na na na na na na
She's got the look
She's got the look
(She's got the look)
She's got the look
(She's got the look)
What in the world can make a
Brown-eyed girl turn blue?
When everything I'll ever do
I'll do for you
And I go la la la la la
She's got the look
What in the world
Can make you so blue
When everything I'll ever do
I'll do for you
And I go la la la la la
Na na na na na
Na na na na na
Na na na na na na
Na na na na na
Na na na na na na na na
She's got the look
She goes
Na na na na na
Na na na na na
Na na na na na na
Na na na na na
Na na na na na na na na
She's got the look
She's got the look
She goes
Na na na na na
Na na na na na
Na na na na na na
Na na na na na
Na na na na na na na na
She's got the look"
4,Fine Young Cannibals,She Drives Me Crazy,1989,"I can't stop the way I feel
Things you do don't seem real

Tell me what you've got in mind
'Cause we're runnin' out of time
Won't you ever set me free?
This waiting 'round's killing me

She drives me crazy
Like no one else
She drives me crazy
And I can't help myself

I can't get any rest
People say I'm obsessed

Everything you say is lies
But to me there's no surprise
What I had for you was true
Things go wrong, they always do

She drives me crazy
Like no one else
She drives me crazy
And I can't help myself

I won't make it on my own
No one likes to be alone

She drives me crazy
Like no one else
She drives me crazy
And I can't help myself

She drives me crazy
Like no one else
She drives me crazy
And I can't help myself

She drives me crazy
Like no one else
She drives me crazy
And I can't help myself"
5,The Bangles,Eternal Flame,1989,"Close your eyes, give me your hand, darlin'
Do you feel my heart beating
Do you understand
Do you feel the same
Am I only dreaming
Is this burning an eternal flame

I believe it's meant to be, darlin'
I watch you when you are sleeping
You belong with me
Do you feel the same
Am I only dreaming
Or is this burning an eternal flame

Say my name
Sun shines through the rain
A whole life so lonely
And then come and ease the pain
I don't want to lose this feeling, oh

Say my name
Sun shines through the rain
A whole life so lonely
And then come and ease the pain
I don't want to lose this feeling, oh

Close your eyes, give me your hand
Do you feel my heart beating
Do you understand
Do you feel the same
Am I only dreaming
Or is this burning an eternal flame

Close your eyes, give me your hand, darlin'
Do you feel my heart beating
Do you understand
Do you feel the same
Am I only dreaming
Is this burning an eternal flame

Close your eyes, give me your hand, darlin'
Do you feel my heart beating
Do you understand
Do you feel the same
Am I only dreaming, ah
An eternal flame

Close your eyes, give me your hand, darlin'
Do you feel my heart beating
Do you understand
Do you feel the same
Am I only dreaming, ah
Is this burning an eternal flame
Close your eyes, give me your hand, darlin'"
6,Richard Marx,Right Here Waiting,1989,"Oceans apart day after day
And I slowly go insane
I hear your voice on the line
But it doesn't stop the pain

If I see you next to never
Then how can we say forever?

Wherever you go, whatever you do
I will be right here waiting for you
Whatever it takes or how my heart breaks
I will be right here waiting for you

I took for granted all the times
That I thought would last somehow
I hear the laughter, I taste the tears
But I can't get near you now

Oh, can't you see it baby?
You've got me goin' crazy

Wherever you go, whatever you do
I will be right here waiting for you
Whatever it takes or how my heart breaks
I will be right here waiting for you

I wonder how we can survive
This romance
But in the end if I'm with you
I'll take the chance

Oh, can't you see it baby?
You've got me goin' crazy

Wherever you go, whatever you do
I will be right here waiting for you
Whatever it takes or how my heart breaks
I will be right here waiting for you

Waiting for you"
7,Jive Bunny & The Mastermixers,Swing the Mood,1989,"C'mon everybody, 
CCC'mon everybody
1-2
1-2
1-1-1-1-2-3-o'clock
4 o'clock rock
5-6-7- o'clock
8 o'clock rock
9-10-11 o'clock
12 o'clock rock
We're gonna rock around the clock tonight
Well, if you like my song join me oh
We'll have some fun while the clock straights one, 
We're gonna rock, around the clock tonight
We're gonna rock, rock, rock, til' the broad daylight
We're gonna rock, gonna rocking around the clock tonight
Rock-Rock, Rock, Rock everybody
Roll, roll, roll, everybody
Rock, rock, rock, everybody
Roll, roll, roll, everybody
Rock, rock, rock, everybody
Rocking to the groove with me
Wham, wham, wham, wham, bam, babaluma
Whan, wham, bam, babaluma
Wham, bam, babaluma
Balan, bam, bam, bam
(Wey) bam (wey) bam (wey-wey-wey-wey-wey) bam
(Wey-wey-wey-wey-weyy)
Wake up little Susie, wake up, 
Wake up little Susie, wake up
We've both been sound asleep
Wake up little Susie and weep 
The movie's over
It's 4 o'clock and we're in trouble deep
Wake up little Susie, wake up little Susie
We gotta go home
Wooh-wooh-wooh-wooh-wooh-wooh-wooh
You ain't nothing but a hound dog
You're crying all the time
You ain't nothing but a hound dog
Crying all the time
We'll you ain't ever caught a rabbit and you ain't
No friend of mine
Shake, shake, shake, shake, rattle and roll I said
Shake, rattle and roll, I said
Shake, rattle and roll, I said
Shake, rattle and roll
Oh with the bless of my soul, 
What's wrong with me?, 
I met you like a man on a fuzzy tree
My friend said I'm acting too wild as a bug, 
I'm in love, I'm all shook up
I once threw a party in the county jail
The prison band was here
They began to wail
The band was jumpin' and they jumped again and began to swing
You should've heard the knock that jailbird sing
Let's rock, everybody let's rock everybody
Everybody in the old cell block
Was dancin' to the jailhouse rock
Ah ah ah ah
Wah ah ah ah
Rah ah ah ah
Dah ah ah ah
Now's the hop, hop, hop, hop, hop
Wham, wham, wham, wham, bam, babaluma
Whan, wham, bam, babaluma
Wham, bam, babaluma
Balan, bam, bam, bam
"
8,The B52s,Love Shack,1989,"If you see a faded sign at the side of the road that says
""15 miles to the
Love Shack""
Love Shack, yeah, yeah
I'm headin' down the Atlanta highway
Lookin' for the love getaway
Headed for the love getaway
I got me a car, it's as big as a whale
And we're headin' on down to the Love Shack
I got me a Chrysler, it seats about 20
So hurry up and bring your jukebox money

The love shack is a little old place where we can get together
Love Shack, baby (a-Love Shack, baby)
Love Shack, baby, Love Shack
Love Shack, baby, Love Shack
Love Shack, baby, Love Shack (Love, baby, that's where it's at)
Love Shack, baby, Love Shack (Love, baby, that's where it's at)

Sign says (woo) ""Stay away, fools""
'Cause love rules at the Love Shack
Well, it's set way back in the middle of a field
Just a funky old shack and I gotta get back
Glitter on the mattress
Glitter on the highway
Glitter on the front porch
Glitter on the highway

The Love Shack is a little old place where we can get together
Love Shack, baby (Love Shack, baby)
Love Shack, that's where it's at
Love Shack, that's where it's at

Huggin' and a-kissin'
Dancin' and a-lovin'
Wearin' next to nothin'
'Cause it's hot as an oven
The whole shack shimmies
Yeah, the whole shack shimmies
The whole shack shimmies when everybody's
Movin' around and around and around and around
Everybody's movin', everybody's groovin', baby
Folks linin' up outside just to get down
Everybody's movin', everybody's groovin', baby
Funky little shack
Funky little shack

Hop in my Chrysler, it's as big as a whale and it's about to set sail
I got me a car, like, it seats about 20
So come on and bring your jukebox money

The Love Shack is a little old place where we can get together
Love Shack, baby (a-Love Shack, baby)
Love Shack, baby, Love Shack
Love Shack, baby, Love Shack
Love Shack, baby, Love Shack (Love, baby, that's where it's at, yeah)
Love Shack, baby, Love Shack (Love, baby, that's where it's at)

Bang, bang, bang, on the door, baby
Knock a little louder, baby
Bang, bang, bang, on the door, baby
I can't hear you
Bang, bang, bang, on the door, baby
Knock a little louder, sugar
Bang, bang, bang, on the door, baby
I can't hear you
Bang, bang, bang, on the door, baby (Knock a little louder)
Bang, bang, bang, on the door, baby
Bang, bang (On the door, baby)
Bang, bang (On the door)
Bang, bang (On the door, baby)
Bang, bang
Your what?
Tin roof, rusted

Love Shack, baby, Love Shack
Love Shack, baby, Love Shack (Love, baby, that's where it's at, yeah)
Love Shack, baby, Love Shack (Love, baby, that's where it's at)
Love, baby, Love Shack
Huggin' and a-kissin',
Dancin' and a-lovin'
At the Love Shack"
9,Prince,Batdance,1989,"Prince
Batman
Batdance
Oh, I got a live one here! Ha, ha, ha…"" 


Get the funk up! - Batman 
Get the funk up! - Batman 
Get the funk up! 
""Go, go, go with a smile"" 


Batdance! 
Do it 
Keep bustin' 


(Do it) {Repeat in BG} 
I've seen the future and it will be 
I've seen the future and it will be 
Batman, Batman 
I've seen the future and it will be 
Batman (House, house) 
""And where, and where is the Batman?"" 


(Do it) {repeat} 
Let's do it {x2} 


""Stop the press"" 
""Stop the press, who is that?"" 
""Vicky Vale"" 
""Vicky Vale"" 
""I like..."" Batman, Batman, Batman 
""Oh, bats"" 
""Hi, Bruce Wayne"" 
""I tried 2 avoid all this, but I can't"" 
""I just gotta know - are we gonna try 2 love each other?"" 
""Stop the press, who is that?"" 
""Vicky Vale"" 
""She is great, isn't she?"" 


Ooh yeah, ooh yeah 
I wanna bust that body 
Ooh yeah, ooh yeah 
I wanna bust that body right (""I'd like 2"") 
Ooh yeah, ooh yeah (""But he's out there right now"") 
I wanna bust that body 
Ooh yeah, ooh yeah 
2night 


""Well, Miss Vale"" 
""U ever dance with the devil in the pale moonlight?"" 
""I always ask that of all my prey"" 
""I just like the sound of it"" 


""I've gotta go 2 work"" – Batman 
""I've gotta go 2 work"" – Batman 
(""Work') {Repeat in BG} 
If a man is considered guilty 4 what goes on in his mind 
Then gimme the electric chair 4 all my future crimes – oh! 
Electric chair 


Hey Ducky, let me stick this 7-inch in the computer 
Ha, ha, ha… 


Hey, we got the power 
Oh, we got the soul 
Hey, we got 2 sho'nuff get off 
Make the devil go, go 


""This town needs an enema!"" 


(Let's do it) {sampled in BG} 
""I'm gonna kill U"" - Power 
""I'm not gonna kill U"" - Soul 
""I'm gonna kill U"" - Power 
""I'm not gonna kill U"" - Soul 
""I'm Batman"" - Batman 
Don't stop dancin'! 
""I'm Batman"" - Batman 
Don't stop dancin'! 
Batman {x3} 
Don't stop, don't stop, don't stop dancin'! 
Batman {x2} 
Don't stop dancin'! {x2} 
No, damn it! 
Turn the music back up! 
Oh, son of a bitch! 


""Have U ever heard of the healing power of laughter?"" 


Who's gonna stop 200 balloons? Nobody! 
""Ha, ha, ha…"" {looped} 
""Batman"" - Stop!"
10,Kaoma,Lambada,1989,"Chorando se foi quem um dia so me fez chorar
Chorando se foi quem um dia so me fez chorar

Chorando estara ao lembrar de um amor
Que um dia nao soube cuidar
Chorando estara ao lembrar de um amor
Que um dia nao soube cuidar

A recordacao vai estar com ele aonde for
A recordacao vai estar pra sempre aonde for

Danca sol e mar guardarei no olhar
O amor faz perder encontrar
Lambando estarei ao lembrar que este amor
Por um dia um instante foi rei

A recordacao vai estar com ele aonde for
A recordacao vai estar pra sempre aonde for

Chorando estara ao lembrar de um amor
Que um dia nao soube cuidar

Cancao riso e dor melodia de amor
Um momento que fica no ar

I, I, I
Dancando Lambada"
