Position,Artist,Song Title,Year,Lyrics
11,The Beatles,We Can Work it Out,1966,"We Can Work It Out
Try to see it my way,
Do I have to keep on talking till I can't go on?
While you see it your way,
Run the risk of knowing that our love may soon be gone
We can work it out,
We can work it out

Think of what you're saying
You can get it wrong and still you think that it's alright
Think of what I'm saying,
We can work it out and get it straight, or say good night
We can work it out,
We can work it out

Life is very short, and there's no time
For fussing and fighting, my friend
I have always thought that it's a crime,
So I will ask you once again
Try to see it my way,
Only time will tell if I am right or I am wrong
While you see it your way
There's a chance that we may fall apart before too long
We can work it out,
We can work it out

Life is very short, and there's no time
For fussing and fighting, my friend
I have always thought that it's a crime,
So I will ask you once again
Try to see it my way,
Only time will tell if I am right or I am wrong
While you see it your way
There's a chance that we may fall apart before too long
We can work it out,
We can work it out"
12,Percy Sledge,When a Man Loves a Woman,1966,"When a man loves a woman 
Can't keep his mind on nothing else 
He'll change the world
For the good thing he's found 
If she's bad he can't see it 
He can do her no wrong
Turn his back on his best friend 
If he put her down 

When a man loves a woman 
Spend his very last dime 
Tryin' to hold on to what he needs 
He'd give up all his comfort 
Sleep out in the rain 
If she said that's the way it ought to be

Well, this man loves a woman 
I gave you everything I had 
Trying to hold on to your high-class love
Baby, please don't treat me bad 

When a man loves a woman 
Down deep in his soul 
She can bring him such misery 
If she plays him for a fool 
He's the last one to know 
Lovin' eyes can't ever see 

When a man loves a woman 
He can do no wrong 
He can never want some other girl
Yes when a man loves a woman 
I know exactly how he feels 
'Cause baby, baby, baby, you're my world 

When a man loves a woman....."
13,The Beatles,Eleanor Rigby,1966,"Ah, look at all the lonely people
Ah, look at all the lonely people

Eleanor Rigby
Picks up the rice in the church where a wedding has been
Lives in a dream
Waits at the window
Wearing a face that she keeps in a jar by the door
Who is it for?

All the lonely people
Where do they all come from?
All the lonely people
Where do they all belong?

Father McKenzie
Writing the words of a sermon that no-one will hear
No-one comes near
Look at him working
Darning his socks in the night when there's nobody there
What does he care?

All the lonely people
Where do they all come from?
All the lonely people
Where do they all belong?

Ah, look at all the lonely people
Ah, look at all the lonely people

Eleanor Rigby
Died in the church and was buried along with her name
Nobody came
Father McKenzie
Wiping the dirt from his hands as he walks from the grave
No-one was saved
All the lonely people (Ah, look at all the lonely people)
Where do they all come from?
All the lonely people (Ah, look at all the lonely people)
Where do they all belong?"
14,The Beatles,Michelle,1966,"Michelle, ma belle
These are words that go together well
My Michelle

Michelle, ma belle
Sont des mots qui vont tres bien ensemble
Tres bien ensemble

I love you, I love you, I love you
That's all I want to say
Until I find a way
I will say the only words I know that you'll understand

Michelle, ma belle
Sont des mots qui vont tres bien ensemble
Tres bien ensemble

I need to, I need to, I need to
I need to make you see
Oh, what you mean to me
Until I do I'm hoping you will know what I mean
I love you

I want you, I want you, I want you
I think you know by now
I'll get to you somehow
Until I do I'm telling you so you'll understand

Michelle, ma belle
Sont des mots qui vont tres bien ensemble
Tres bien ensemble
And I will say the only words I know that you'll understand
My Michelle"
15,The Troggs,Wild Thing,1966,"Wild thing
You make my heart sing
You make everything groovy
Wild thing
Wild thing, I think I love you
But I wanna know for sure
Come on and hold me tight
I love you
Wild thing
You make my heart sing
You make everything groovy
Wild thing
Wild thing, I think you move me
But I wanna know for sure
So c'mon and hold me tight
You move me
Wild thing
You make my heart sing
You make everything groovy
Wild thing
C'mon, c'mon, wild thing
Shake it, shake it, wild thing"
16,The Mamas & The Papas,California Dreamin',1966,"All the leaves are brown (All the leaves are brown)
And the sky is grey (And the sky is grey)
I've been for a walk (I've been for a walk)
On a winter's day (On a winter's day)
I'd be safe and warm (I'd be safe and warm)
If I was in L.A. (If I was in L.A.)
California dreamin' (California dreamin')
On such a winter's day

Stopped into a church
I passed along the way
Well, I got down on my knees (Got down on my knees)
And I pretend to pray (I pretend to pray)
You know the preacher liked the cold (Preacher liked the cold)
He knows I'm gonna stay (Knows I'm gonna stay)
California dreamin' (California dreamin')

On such a winter's day

All the leaves are brown (All the leaves are brown)
And the sky is grey (And the sky is grey)
I've been for a walk (I've been for a walk)
On a winter's day (On a winter's day)
If I didn't tell her (If I didn't tell her)
I could leave today (I could leave today)
California dreamin' (California dreamin')
On such a winter's day (California dreamin')
On such a winter's day (California dreamin')
On such a winter's day"
17,The Rolling Stones,19th Nervous Breakdown,1966,"You're the kind of person you meet at certain dismal, dull affairs
Center of a crowd, talking much too loud, running up and down the stairs
Well, it seems to me that you have seen too much in too few years
And though you've tried you just can't hide your eyes are edged with tears

You better stop, look around
Here it comes, here it comes, here it comes, here it comes
Here comes your nineteenth nervous breakdown

When you were a child you were a treated kind
But you were never brought up right
You were always spoiled with a thousand toys but still you cried all night
Your mother who neglected you owes a million dollars tax
And your father's still perfecting ways of making sealing wax

You better stop, look around
Here it comes, here it comes, here it comes, here it comes
Here comes your nineteenth nervous breakdown
Oh, who's to blame, that girl's just insane
Well, nothing I do don't seem to work
It only seems to make the matters worse. Oh, please

You were still in school when you had that fool who really messed your mind
And after that you turned your back on treating people kind
On our first trip I tried so hard to rearrange your mind
But after a while I realized you were disarranging mine

You better stop, look around
Here it comes, here it comes, here it comes, here it comes
Here comes your nineteenth nervous breakdown
Oh, who's to blame, that girl's just insane
Well, nothing I do don't seem to work
It only seems to make the matters worse. Oh, please

When you were a child you were treated kind
But you were never brought up right
You were always spoiled with a thousand toys but still you cried all night
Your mother who neglected you owes a million dollars tax
And you father's still perfecting ways of making sealing wax
You better stop, look around
Here it comes, here comes your nineteenth nervous breakdown"
18,Lovin' Spoonful,Summer in the City,1966,"Hot town, summer in the city
Back of my neck getting dirty and gritty
Been down, isn't it a pity?
Doesn't seem to be a shadow in the city
All around, people looking half dead
Walking on the sidewalk, hotter than a match head

But at night it's a different world
Go out and find a girl
Come on, come on and dance all night
Despite the heat it'll be alright

And babe, don't you know it's a pity
That the days can't be like the nights
In the summer, in the city
In the summer, in the city

Cool town, evening in the city
Dressing so fine and looking so pretty
Cool cat, looking for a kitty
Gonna look in every corner of the city
Till I'm wheezing like a bus stop
Running up the stairs, gonna meet you on the rooftop

But at night, it's a different world
Go out and find a girl
Come on, come on and dance all night
Despite the heat, it'll be alright

And babe, don't you know it's a pity
That the days can't be like the nights
In the summer, in the city
In the summer, in the city

Hot town, summer in the city
Back of my neck getting dirty and gritty
Been down, isn't it a pity?
Doesn't seem to be a shadow in the city
All around, people looking half dead
Walking on the sidewalk, hotter than a match head

But at night, it's a different world
Go out and find a girl
Come on, come on and dance all night
Despite the heat, it'll be alright

And babe, don't you know it's a pity
That the days can't be like the nights
In the summer, in the city
In the summer, in the city"
19,The Beach Boys,I Wanna Go Home (The Wreck of the 'John B'),1966,"Exception occurred 
HTTP Error 404: Not Found"
20,Herman's Hermits,No Milk Today,1966,"No milk today, my love has gone away
The bottle stands for lorn, a symbol of the dawn
No milk today, it seems a common sight
But people passing by don't know the reason why

How could they know just what this message means?
The end of my hopes, the end of all my dreams
How could they know the palace there had been
Behind the door where my love reigned as queen?

No milk today, it wasn't always so
The company was gay, we'd turn night into day

But all that's left is a place dark and lonely
A terraced house in a mean street back of town
Becomes a shrine when I think of you only
Just two up two down

No milk today, it wasn't always so
The company was gay, we'd turn night into day
As music played the faster did we dance
We felt it both at once, the start of our romance

How could they know just what this message means
The end of my hopes, the end of all my dreams
How could they know a palace there had been
Behind the door where my love reigned as queen?

No milk today, my love has gone away
The bottle stands for love, a symbol of the dawn

But all that's left is a place dark and lonely
A terraced house in a mean street back of town
Becomes a shrine when I think of you only
Just two up two down

No milk today, my love has gone away
The bottle stands for love, a symbol of the dawn
No milk today, it seems a common sight
But people passing by don't know the reason why

How could they know just what this message means
The end of my hopes, the end of all my dreams
How could they know a palace there had been
Behind the door where my love reigned as queen?

No milk today, it wasn't always so
The company was gay, we'd turn night into day

But all that's left is a place dark and lonely
A terraced house in a mean street back of town
Oh, all that's left is a place dark and lonely
A terraced house in a mean street back of town
Oh, all that's left is a place dark and lonely
A terraced house in a mean street back of town

SONGWRITERS
GOULDMAN, GRAHAM"
21,Los Bravos,Black is Black,1966,"Black is black
I want my baby back.
It's grey, it's grey
since she went away

Oh-oh, what can I do?
'cause I-I-I-I-I
I'm feelin' blue.

If I had my way
she'd be back today.
But she don't need time
to see me again.

Oh-oh, what can I do
'cause I-I-I-I-I
I'm feelin' blue.

I can't choose
it's too much to lose
my love's too strong.
Maybe she
would come back to me
What did I do wrong?

Bad is bad
this fella is so sad.
It's time, it's time
that I found peace of mind.

Oh-oh, what can I do
'cause I-I-I-I-I
I'm feelin' blue.

I can't choose
it's too much to lose
my love's too strong.
Maybe she
would come back to me
What did I do wrong?

Black is black
I want my baby back.
It's gray, it's gray
since she went away
Oh-oh, what can I do
'cause I-I-I-I-I
I'm feelin' blue.
'cause I-I-I-I-I
I'm feelin' blue..."
22,Staff Sergeant Barry Sadler,Ballad of the Green Berets,1966,"Exception occurred 
HTTP Error 404: Not Found"
23,The Kinks,Sunny Afternoon,1966,"The tax man's taken all my dough
And left me in my stately home
Lazing on a sunny afternoon

And I can't sail my yacht
He's taken everythin' I've got
All I've got's this sunny afternoon

Save me, save me
Save me from this squeeze
I've got a big fat momma tryin' to break me

And I love to live so pleasantly
Live this life of luxury
Lazing on a sunny afternoon
In the summertime, in the summertime
In the summertime

My girlfriend's gone off with my car
And gone back to her ma and pa
Telling tales of drunkenness and cruelty

Now I'm sitting here
Sipping at my ice cold beer
Lazing on a sunny afternoon

Help me, help me, help me sail away
Well, give me two good reasons
Why I ought to stay

'Cause I love to live so pleasantly
Live this life of luxury
Lazing on a sunny afternoon
In Summertime, in summertime
In summertime

Save me, save me
Save me from this squeeze
I've got a big fat momma tyin' to break me

And I love to live so pleasantly
Live this life of luxury
Lazing on a sunny afternoon

In the summertime, in the summertime
In the summertime, in the summertime
In the summertime"
24,The Monkees,Last Train to Clarksville,1966,"Take the last train to Clarksville
And I'll meet you at the station
You can be be here by four thirty
'Cause I've made your reservation

Don't be slow
Oh, no, no, no
Oh, no, no, no

'Cause I'm leavin' in the morning
And I must see you again
We'll have one more night together
'Til the morning brings my train

And I must go
Oh, no, no, no
Oh, no, no, no
And I don't know
If I'm ever coming home

Take the last train to Clarksville
I'll be waiting at the station
We'll have time for coffee flavored kisses
And a bit of conversation

Oh, no, no, no
Oh, no, no, no

Take the last train to Clarksville
Now I must hang up the phone
I can't hear you in this
Noisy railroad station, all alone

I'm feelin' low
Oh, no, no, no
Oh, no, no, no
And I don't know
If I'm ever coming home

Take the last train to Clarksville
And I'll meet you at the station
You can be be here by four thirty
'Cause I made your reservation

Don't be slow
Oh, no, no, no
Oh, no, no, no
And I don't know
If I'm ever coming home

Take the last train to Clarksville
Take the last train to Clarksville
Take the last train to Clarksville
Take the last train to Clarksville"
25,Donovan,Mellow Yellow,1966,"I'm just mad about Saffron,
Saffron's mad about me,
I'm-a just mad about Saffron,
She's just mad about me,

They call me Mellow Yellow (Quite Rightly),
They call me Mellow Yellow (Quite Rightly),
They call me Mellow Yellow,

I'm just mad about 14,
14's mad about Me,
I'm-a just mad about-a 14,
A-she's just mad about me,

They call me mellow yellow,
They call me mellow yellow (Quite rightly),
They call me mellow yellow,

Born-a high forever to fly,
A-wind-a velocity nil,
Born-a high forever to fly,
If you want, your cup I will fill,

They call me mellow yellow (Quite rightly),
They call me mellow yellow (Quite rightly),
They call me mellow yellow,

So mellow yellow,

Electrical banana,
Is gonna be a sudden craze,
Electrical banana,
Is bound to be the very next phase,

They call it mellow yellow (Quite rightly),
They call me mellow yellow (Quite rightly),
They call me mellow yellow,

Yes, saffron, yeah,
I'm just-a mad about her,
I'm-a just-a mad about-a saffron,
She's just mad about me,
They call it mellow yellow (Quite rightly),
They call me mellow yellow (Quite rightly),
They call me mellow yellow,
Oh, so yellow,
Oh, so mellow,"
26,Tommy James & the Shondells,Hanky Panky,1966,"My baby does the hanky panky
My baby does the hanky panky
My baby does the hanky panky
My baby does the hanky panky
My baby does the hanky panky

My baby does the hanky panky
My baby does the hanky panky
My baby does the hanky panky
My baby does the hanky panky
My baby does the hanky panky

I saw her walkin' on down the line
You know I saw her for the very first time
A pretty little girl standin' all alone
""Hey pretty baby, can I take you home?""
I never saw her, never really saw her

My baby does the hanky panky
My baby does the hanky panky
My baby does the hanky panky
My baby does the hanky panky
My baby does the hanky panky

I saw her walkin' on down the line
You know I saw her for the very first time
A pretty little girl standin' all alone
""Hey pretty baby, can I take you home?""
I never saw her, never really saw her

My baby does the hanky panky
My baby does the hanky panky
My baby does the hanky panky
My baby does the hanky panky
My baby does the hanky panky

My baby does the hanky panky
My baby does the hanky panky
My baby does the hanky panky"
27,The Troggs,With a Girl Like You,1966,"I want
to spend my life

with a girl like you
Ba, ba, ba...

And

do all the things
that you want me to

Ba, ba, ba...
Till that time has come
That we might live as one
Can I dance with you?
Ba, ba, ba...
I tell
by the way you dress
that you're so refined
Ba, ba, ba...
And
by the way you talk
that you're just my kind

Girl why should it be
That you don't notice me
Can I dance with you?
Ba, ba, ba...
Babe, babe
Is there no chance
I can take you
for the last dance?
All night long, yeah
i've been waiting
Now there'll be no
hesitating.
So
before this dance
has reached the end
Ba, ba, ba...
To you
Across the floor
My love I'll send
Ba, ba, ba...
I just hope and pray
that I'll find a way to say
Can I dance with you?
Ba, ba, ba..."
28,The Hollies,Bus Stop,1966,"Bus stop, wet day, she's there, I say
""Please share my umbrella""
Bus stop, bus goes, she stays, love grows
Under my umbrella

All that summer we enjoyed it
Wind and rain and shine
That umbrella, we employed it
By August, she was mine

Every mornin', I would see her waiting at the stop
Sometimes she'd shopped and she would show me what she bought
Other people stared as if we were both quite insane
Someday my name and hers are going to be the same

That's the way the whole thing started
Silly but it's true
Thinkin' of a sweet romance
Beginnin' in a queue

Came the sun the ice was melting
No more sheltering now
Nice to think that, that umbrella
Led me to a vow

Every mornin', I would see her waiting at the stop
Sometimes she'd shopped and she would show me what she bought
Other people stared as if we were both quite insane
Someday my name and hers are going to be the same
Please share my umbrella

Bus stop, wet day, she's there, I say
""Please share my umbrella""
Bus stop, bus goes, she stays, love grows
Under my umbrella

All that summer we enjoyed it
Wind and rain and shine
That umbrella, we employed it
By August, she was mine"
29,The Beach Boys,Barbara Ann,1966,"Ba ba ba ba Barbara Ann
Ba ba ba ba Barbara Ann
Ba ba ba ba Barbara Ann
You've got me rockin' and a-rollin'
Rockin' and a-reelin'
Barbara Ann

Went to a dance
Looking for romance
Saw Barbara Ann
So I thought I'd take a chance

Barbara Ann, take my hand
You've got me rockin' and a-rollin'
Rockin' and a reelin'
Barbara Ann

Tried Betty Sue
Tried Betty Lou
Tried Mary Sue
But I knew it wouldn't do

Barbara Ann, take my hand
You've got me rockin' and a-rolling
Rockin' and a-reeling
Barbara Ann"
30,Donovan,Sunshine Superman,1966,"Sunshine came softly a-through my a-window today
Could've tripped out easy a-but I've a-changed my ways
It'll take time, I know it but in a while
You're gonna be mine, I know it, we'll do it in style
'Cause I made my mind up you're going to be mine

I'll tell you right now
Any trick in the book a-now, baby, all that I can find

Everybody's hustlin' a-just to have a little scene
When I say we'll be cool, I think that you know what I mean
We stood on a beach at sunset, do you remember when?
I know a beach where, baby, a-it never ends
When you've made your mind up forever to be mine

Hmm, hmm, hmm, hmm, hmm
I'll pick up your hand and slowly blow your little mind
'Cause I made my mind up you're going to be mine
I'll tell you right now
Any trick in the book a-now, baby, that I can find

Superman or Green Lantern ain't got a-nothin' on me
I can make like a turtle and dive for your pearls in the sea, yep
A-you you you can just sit there while thinking on your velvet throne
'Bout all the rainbows a-you can a-have for your own
When you've made your mind up, forever to be mine

Hmm, hmm, hmm, hmm, hmm
I'll pick up your hand and slowly blow your little mind
When you've made your mind up, forever to be mine
I'll pick up your hand, I'll pick up your hand"
31,Cher,Bang Bang (My Baby Shot Me Down),1966,"I was five and he was six
We rode on horses made of sticks
He wore black and I wore white
He would always win the fight

Bang bang, he shot me down
Bang bang, I hit the ground
Bang bang, that awful sound
Bang bang, my baby shot me down

Seasons came and changed the time
When I grew up, I called him mine
He would always laugh and say
""Remember when we used to play?""

Bang bang, I shot you down
Bang bang, you hit the ground
Bang bang, that awful sound
Bang bang, I used to shoot you down

Music played and people sang
Just for me the church bells rang

Now he's gone, I don't know why
And 'till this day, sometimes I cry
He didn't even say goodbye
He didn't take the time to lie

Bang bang, he shot me down
Bang bang, I hit the ground
Bang bang, that awful sound
Bang bang, my baby shot me down"
32,Chris Andrews,Yesterday Man,1966,"I'm her yesterday man
well my friends that's what I am
I'm her yesterday man
well my friends that's what I am
that's what I am her yesterday man

Please tell me something have you met an angel
someone too lovely to live on earth
well yesterday I thought I met an angel
but she wasn't worth all she seemed to be worth
and oh what a fool I have been
I was sure taken in

I'm her yesterday man
well my friends that's what I am
I'm her yesterday man
well my friends that's what I am
that's what I am her yesterday man

There's some of the good
and then some of the bad kind
some of the others are in between
but all that I can say is
she is the worst kind
well I think you know just what I mean
and yet in spite all that I say
I'd take her back any day

I'm her yesterday man
well my friends that's what I am
I'm her yesterday man
well my friends that's what I am
that's what I am her yesterday man"
33,The Supremes,You Can't Hurry Love,1966,"I need love, love
To ease my mind
I need to find, find
Someone to call mine

But mama said
""You can't hurry love
No, you just have to wait""
She said, ""Love don't come easy
It's a game of give and take""

You can't hurry love
No, you just have to wait
You got to trust, give it time
No matter how long it takes

But how many heartaches
Must I stand before
I find a love
To let me live again

Right now the only thing
That keeps me hangin' on
When I feel my strength, yeah
It's almost gone

I remember mama said
""No, you just have to wait""
She said, ""Love don't come easy
It's a game of give and take""

How long must I wait?
How much more can I take
Before loneliness will cause my heart
Heart to break?

No I can't bear to live my life alone
I grow impatient for a love to call my own
But when I feel that I, I can't go on
These precious words keeps me hangin' on

I remember mama said
""No, you just have to wait""
She said, ""Love don't come easy
It's a game of give and take""

You can't hurry love
No, you just have to wait
She said, ""Trust, give it time
No matter how long it takes""

No, love, love, don't come easy
But I keep on waiting
Anticipating for that soft voice
To talk to me at night

For some tender arms
To hold me tight
I keep waiting, I keep on waiting
But it ain't easy, it ain't easy
But mama said
""You can't hurry love
No, you just have to wait""
She said, ""To trust, give it time
No matter how long it takes""
You can't hurry love
No, you just have to wait
She said, ""Love don't come easy
It's a game of give and take"""
