Position,Artist,Song Title,Year,Lyrics
1,Coolio,Gangsta's Paradise,1995,"As I walk through the valley of the shadow of death
I take a look at my life and realize there's not much left
coz I've been blastin and laughin so long, that
even my mama thinks that my mind is gone
but I ain't never crossed a man that didn't deserve it
me be treated like a punk you know that's unheard of
you better watch how you're talking, and where you're walking
or you and your homies might be lined in chalk
I really hate to trip but i gotta, loc
As I Grow I see myself in the pistol smoke, fool
I'm the kinda G the little homies wanna be like
on my knees in the night, saying prayers in the streetlight

been spending most their lives, living in the gangsta's paradise
been spending most their lives, living in the gangsta's paradise
keep spending most our lives, living in the gangsta's paradise
keep spending most our lives, living in the gangsta's paradise

They got the situation, they got me facin'
I can't live a normal life, I was raised by the stripes
so I gotta be down with the hood team
too much television watching got me chasing dreams
I'm an educated fool with money on my mind
got my 10 in my hand and a gleam in my eye
I'm a loc'd out gangsta set trippin' banger
and my homies is down so don't arouse my anger, fool
death ain't nothing but a heartbeat away
I'm living life, do or die, what can I say
I'm 23 now, but will I live to see 24
the way things are going I don't know

Tell me why are we, so blind to see
That the one's we hurt, are you and me

been spending most their lives, living in the gangsta's paradise
been spending most their lives, living in the gangsta's paradise
spending most our lives, living in the gangsta's paradise
spending most our lives, living in the gangsta's paradise

Power and the money, money and the power
minute after minute, hour after hour
everybody's running, but half of them ain't looking
what's going on in the kitchen, but I don't know what's kickin'
they say I gotta learn, but nobody's here to teach me
if they can't undersstand it, how can they reach me
I guess they can't, I guess they won't
I guess they front, that's why I know my life is out of luck, fool

been spending most their lives, living in the gangsta's paradise
been spending most their lives, living in the gangsta's paradise
spending most our lives, living in the gangsta's paradise
spending most our lives, living in the gangsta's paradise
Tell me why are we, so blind to see
That the one's we hurt, are you and me
Tell me why are we, so blind to see
That the one's we hurt, are you and me"
2,Take That,Back For Good,1995,"I guess now it's time for me to give up
I feel it's time
Got a picture of you beside me
Got your lipstick mark still on your coffee cup, oh yeah
Got a fist of pure emotion, got a head of shattered dreams
Gotta leave it, gotta leave it all behind now

Whatever I said, whatever I did I didn't mean it
I just want you back for good
Want you back, want you back, want you back for good
Whenever I'm wrong, just tell me the song and I'll sing it
You'll be right and understood
Want you back, want you back, I want you back for good

Unaware but underlined I figured out this story
Wasn't good
But in the corner of my mind I celebrated glory
But that was not to be
In the twist of separation you excelled at being free
Can't you find a little room inside for me?

Whatever I said, whatever I did I didn't mean it
I just want you back for good
Want you back, want you back, see I want you back for good
Whenever I'm wrong, just tell me the song and I'll sing it
You'll be right and understood
Want you back, want you back, I want you back for good

And we'll be together, this time is forever
We'll be fighting and forever we will be
So complete in our love
We will never be uncovered again

Whatever I said, whatever I did I didn't mean it
I just want you back for good
Want you back, want you back, want you back for good
Whenever I'm wrong, just tell me the song and I'll sing it
You'll be right and understood
Want you back, want you back, see I want you back for good

Whatever I said, whatever I did I didn't mean it
I just want you back for good
Want you back, want you back, I want you back for good
Whenever I'm wrong, just tell me the song and I'll sing it
You'll be right and understood
I want you back, I want you back, see I want you back for good

Oh yeah
I guess now it's time that you came back for good"
3,Mariah Carey,One Sweet Day,1995,"Sorry, I never told you
All I wanted to say
Now it's too late to hold you
'Cause you've flown away
So far away

Never, had I imagined
To living without your smile
Feelin' and knowing you hear me
It keeps me alive
Alive

And I know you're shining down on me from Heaven
Like so many friends we've lost along the way
And I know eventually we'll be together
One sweet day

Picture a little scene from Heaven

Darling, I never showed you
Assumed you'd always be there
I took your presence for granted
But I always cared
And I miss the love we shared

And I know you're shining down on me from Heaven
Like so many friends we've lost along the way
And I know eventually we'll be together
One sweet day

Picture a little scene from Heaven

Although the sun will never shine the same
I'll always look to a brighter day
Yeah Lord, I know when I lay me down to sleep
You'll always listen as I pray

And I know you're shining down on me from Heaven
Like so many friends we've lost along the way
And I know eventually we'll be together
One sweet day

And I know you're shining down on me from Heaven
Like so many friends we've lost along the way
And I know eventually we'll be together
One sweet day

Sorry, I never told you
All I wanted to say"
4,Bryan Adams,Have You Ever Really Loved a Woman?,1995,"To really love a woman
To understand her - you gotta know her deep inside
Hear every thought - see every dream
And give her wings - when she wants to fly
Then when you find yourself lyin' helpless in her arms
You know you really love a woman
When you love a woman you tell her
that she's really wanted
When you love a woman you tell her that she's the one
Cause she needs somebody to tell her

that it's gonna last forever
So tell me have you ever really
- really really ever loved a woman?
To really love a woman
Let her hold you -
Til you know how she needs to be touched
You've gotta breathe her - really taste her

Til you can feel her in your blood

When you can see your unborn children in her eyes
You know you really love a woman
When you love a woman
You tell her that she's really wanted
When you love a woman you tell her that she's the one
Cause she needs somebody to tell her

That you'll always be together
So tell me have you ever really -

really really ever loved a woman?
You got to give her some faith - hold her tight
A little tenderness - gotta treat her right
She will be there for you, taking good care of you
You really gotta love your woman...

Then when you find yourself lyin' helpless in her arms
You know you really love a woman
When you love a woman you tell her

that she's really wanted
When you love a woman you tell her that she's the one
Cause she needs somebody to tell her
that it's gonna last forever
So tell me have you ever really
- really really ever loved a woman?
Just tell me have you ever really
really, really, ever loved a woman?
Just tell me have you ever really
really, really, ever loved a woman?"
5,TLC,Waterfalls,1995,"A lonely mother gazing out of her window
Staring at a son that she just can't touch.
If at any time he's in a jam she'll be by his side
But he doesn't realize he hurts her so much.
But all the praying just ain't helping at all
'Cause he can't seem to keep his self out of trouble.
So, he goes out and he makes his money the best way he know how
Another body laying cold in the gutter.
Listen to me.

Don't go chasing waterfalls.
Please stick to the rivers and the lakes that you're used to.
I know that you're gonna have it your way or nothing at all

But I think you're moving too fast.

Little precious has a natural obsession for temptation
But he just can't see.
She give him loving that his body can't handle
But all he can say is, ""Baby, it's good to me.""
One day he goes and takes a glimpse in the mirror
But he doesn't recognize his own face.
His health is fading and he doesn't know why.

Three letters took him to his final resting place.
Y'all don't hear me.

Don't go chasing waterfalls.

Please stick to the rivers and the lakes that you're used to.
I know that you're gonna have it your way or nothing at all
But I think you're moving too fast.

Don't go chasing waterfalls.
Please stick to the rivers and the lakes that you're used to.
I know that you're gonna have it your way or nothing at all
But I think you're moving too fast.
I seen rainbow yesterday
But too many storms have come and gone
Leavin' a trace of not on God-given ray
Is it because my life is ten shades of gray
I pray all ten fade away
Seldom praise Him for the sunny days
And like his promise is true
Only my faith can undo
The many chances I blew
To bring my life to anew
Clear blue and unconditional skies
Have dried the tears from my eyes
No more lonely cries
My only bleedin' hope
Is for the folk who can't cope
Wit such an endurin' pain
That it keeps 'em in the pourin' rain
Who's to blame
For tootin' caine in your own vein
What a shame
You shoot and aim for someone else's brain

You claim the insane
And name this day in time
For fallin prey to crime
I say the system got you victim to your own mind

Dreams are hopeless aspirations
In hopes of comin' true
Believe in yourself
The rest is up to me and you

Don't go chasing waterfalls.
Please stick to the rivers and the lakes that you're used to.
I know that you're gonna have it your way or nothing at all
But I think you're moving too fast.
Don't go chasing waterfalls.
Please stick to the rivers and the lakes that you're used to.
I know that you're gonna have it your way or nothing at all
But I think you're moving too fast."
6,Mariah Carey,Fantasy,1995,"Oh, when you walk by every night
Talking sweet and looking fine
I get kinda hectic inside
Mmm, baby I'm so into you
Darling, if you only knew
All the things that flow through my mind

But it's just a sweet sweet fantasy baby
When I close my eyes
You come and you take me
It's so deep in my daydreams
But it's just a sweet, sweet fantasy baby

Images of rapture
Creep into me slowly
As you're going to my head
And my heart beats faster
When you take me over
Time and time and time again

But it's just a sweet sweet fantasy baby
When I close my eyes
You come and you take me
It's so deep in my daydreams
But it's just a sweet, sweet fantasy baby

Sweet sweet fantasy baby
When I close my eyes
You come and you take me
It's so deep in my daydreams
But it's just a sweet, sweet fantasy baby

I'm in heaven
With my boyfriend
My laughing boyfriend
There's no beginning
And there is no end
Feels like I'm dreaming
But I'm not sleeping

Sweet sweet fantasy baby
When I close my eyes
You come and you take me
It's so deep in my daydreams
But it's just a sweet, sweet fantasy baby

Sweet sweet fantasy baby
When I close my eyes
You come and you take me
It's so deep in my daydreams
But it's just a sweet, sweet fantasy baby
Sweet sweet fantasy baby
Sweet sweet fantasy baby"
7,Michael Jackson,You Are Not Alone,1995,"Another day has gone, I'm still all alone
How could this be? You're not here with me
You never said good-bye, someone tell me why
Did you have to go, and leave my world so cold?

Everyday I sit and ask myself
How did love slip away?
Something whispers in my ear and says
That you are not alone

I am here with you
Though you're far away
I am here to stay
You are not alone

I am here with you
Though we're far apart
You're always in my heart
You are not alone

All alone, why, oh...
Just the other night, I thought I heard you cry
Asking me to come, and hold you in my arms
I can hear your prayers, your burdens I will bear

But first I need your hand, then forever can begin
Everyday I sit and ask myself
How did love slip away?
Something whispers in my ear and says

That you are not alone
I am here with you
Though you're far away
I am here to stay

You are not alone
I am here with you
Though we're far apart
You're always in my heart

You are not alone
Oh... whisper three words and I'll come runnin'
Fly... and girl you know that I'll be there
I'll be there

That you are not alone
I am here with you
Though you're far away
I am here to stay

You are not alone

I am here with you
Though we're far apart
You're always in my heart
You are not alone
That you are not alone (That you are not alone)
I am here with you (I am here with you)
Though you're far away (Though you're far away)
I am here to stay (I am here to stay)
You are not alone
I am here with you
Though we're far apart
You're always in my heart
You are not alone..."
8,Shaggy,Boombastic,1995,"Mr. Boombastic.
What you want is some boombastic romantic fantastic lover.
Shaggy!

Mr. Lover lover (mmm)
Mr. Lover lover, hehe girl
Mr. Lover lover(mmm)
Mr. Lover lover.
She call me Mr. Boombastic, telly-fantastic
touch me on me back, she say I'm Mr. Ro... mantic
call me fantastic
touch me on me back she say I'm ro...
Smooth... just like a silk.
Soft and cuddly, hug me up like a quilt.
I'm a lyrical lover, no take me for no filth.
With my sexual physique, yah know me well built.
Oh me, oh my, well well, can't you tell?
I'm just like a turtle crawling out of my shell.
Gal, you captivate my body, put me under a spell.
With your cus cus perfume I love your sweet smell.
You are the only young girl who can ring my bell.

And I can take rejection, so you tell me go to hell.

I'm Boombastic, feel me fantastic
touch me on my back, she says I'm Mr. Ro... mantic.
call me fantastic
she touch me on my back, she says I'm Mr. boom boom boom boom
Boombastic, feel me fantastic
touch me on my back, she call Mr. Ro... mantic

tell me fantastic
she touch me on my back, she says I'm Mr. boom boom.

Gee whizz, baby please!
Let me take you to an island of the sweet cool breeze.
You don't feel like drive, well, baby hand me the keys.
And I'll take you to a place, and set your mind at ease.
Don't you tickle my foot bottom, (ha ha) baby please.

Don't you play with my nose I'm a (ha chum) sneeze! (bless you)
Well you a the bun and me a the cheese.
And if me a the rice and baby love you a the peas.

I'm Boombastic, feel me fantastic
touch me on my back, she says I'm Mr. Ro... mantic.
call me fantastic
she touch me on my back, she says I'm Mr. boom boom boom boom

Boombastic, feel me fantastic
touch me on my back, she call Mr. Ro... mantic
tell me fantastic
she touch me on my back, she says I'm Mr. boom boom.

A me say Give me your loving... gal, your loving well good!
I want your loving, gal give it like you should.
Give me your loving... girl, your loving well good.
I want your loving, gal you remember the woo
Would like to kiss and caress?
Rub down every strand a hair on my chest?

I'm Boombastic, rated as the best!
The best you should get, nothing more, nothing less.
Give me your digits, jot down your address.
I'll bet you confess, when you put me to the test
That I'm

I'm Boombastic, feel me fantastic
touch me on my back, she says I'm Mr. Ro... mantic.

call me fantastic
she touch me on my back, she says I'm Mr. boom boom boom boom
Boombastic, feel me fantastic
touch me on my back, she call Mr. Ro... mantic
tell me fantastic
she touch me on my back, she says I'm Mr. boom boom.

Gal, your admiration, it a lick me from the start!
With your physical attraction, gal you know to feel the spark!

A man of few words, naw go tell you no sweet talk.
Naw go laba laba laba and a chat pure part.
I'll get straight to the point like a arrow or a dart.
Come lay down in my jacuzzi, and get some bubble bath.
Only sound you will here is the beating of my heart.
And we will mmm mmm (kiss) and have some sweet pillow talk.
I'm
I'm Boombastic, feel me fantastic
touch me on my back, she says I'm Mr. Ro... mantic.
call me fantastic
she touch me on my back, she says I'm Mr. boom boom boom boom
Boombastic, feel me fantastic
touch me on my back, she call Mr. Ro... mantic
tell me fantastic
she touch me on my back, she says I'm Mr. boom boom."
9,Seal,Kiss From a Rose,1995,"Ba-da-da, ba-da-da-da-da-da, ba-da-da
Ba-da-da, ba-da-da-da-da-da, ba-da-da

There used to be a graying tower alone on the sea
You became the light on the dark side of me
Love remained a drug that's the high and not the pill
But did you know that when it snows
My eyes become large and the light that you shine can be seen?

Baby, I compare you to a kiss from a rose on the gray
Ooh, the more I get of you, the stranger it feels, yeah
And now that your rose is in bloom
A light hits the gloom on the gray

Ba-da-da, ba-da-da-da-da-da, ba-da-da

There is so much a man can tell you, so much he can say
You remain my power, my pleasure, my pain, baby
To me you're like a growing addiction that I can't deny
Won't you tell me, is that healthy, baby?
But did you know that when it snows
My eyes become large and the light that you shine can be seen?
Baby, I compare you to a kiss from a rose on the gray
Ooh, the more I get of you, the stranger it feels, yeah
Now that your rose is in bloom
A light hits the gloom on the gray

I've been kissed by a rose on the gray
I've been kissed by a rose on the gray
I've been kissed by a rose on the gray
(And if I should fall, would it all go away?)
I've been kissed by a rose on the gray
There is so much a man can tell you, so much he can say
You remain my power, my pleasure, my pain
To me you're like a growing addiction that I can't deny
Won't you tell me, is that healthy, baby?
But did you know that when it snows
My eyes become large and the light that you shine can be seen?
Baby, I compare you to a kiss from a rose on the gray
Ooh, the more I get of you, the stranger it feels, yeah
Now that your rose is in bloom
A light hits the gloom on the gray
Yes, I compare you to a kiss from a rose on the gray
Ooh, the more I get of you, the stranger it feels, yeah
Now that your rose is in bloom
A light hits the gloom on the gray

Ba-da-da, ba-da-da-da-da-da, ba-da-da

Now that your rose is in bloom
A light hits the gloom on the gray"
10,Scatman John,Scatman (Ski-Ba-Bop-Ba-Dop-Bop),1995,"Exception occurred 
HTTP Error 404: Not Found"
