Position,Artist,Song Title,Year,Lyrics
1,Archies,Sugar Sugar,1969,"Sugar, ah honey honey
You are my candy girl
And you've got me wanting you.
Honey, ah sugar sugar
You are my candy girl
And you got me wanting you

I just can't believe the lovliness of loving you,
(I just can't believe it's true)
I just can't believe the wonder of this feeling to
(I just can't believe it's true)

Ah Sugar, ah honey honey
You are my candy girl,
and you got me wanting you
Oh Honey, ah sugar sugar
you are my candy girl
and you got me wanting you

When i kissed you girl I knew how sweet a kiss could be
(I know how sweet a kiss could be)
Like the summer sunshine pour your sweetness over me
(Pour your sweetness over me)

Pour a little sugar on it honey
Pour a little sugar on it Baby
I'm gonna make your life so sweet, yeah yeah yeah
pour a little sugar on it oh yeah
pour a little sugar on it honey
pour a little sugar on it baby
I'm gonna make your life so sweet, yeah yeah yeah
pour a little sugar on it honey

Ah sugar, ah honey honey
you are my candy girl
and you got me wanting you
Oh honey, sugar sugar...
You are my candy girl"
2,The Beatles,Get Back,1969,"Jojo was a man who thought he was a loner
But he knew it couldn't last
Jojo left his home in Tucson, Arizona
For some California grass

Get Back, Get Back
Get Back to where you once belonged
Get Back, Get Back
Get Back to where you once belonged
Get Back, Jojo
Go home

Get Back, Get Back
Back to where you once belonged
Get Back, Get Back
Back to where you once belonged
Get Back, Jo

Sweet Loretta Martin thought she was a woman
But she was another man
All the girls around her say she's got it coming
But she gets it while she can

Get Back, Get Back
Get Back to where you once belonged
Get Back, Get Back
Get Back to where you once belonged
Get Back, Loretta
Go home
Get Back, Get Back
Get Back to where you once belonged
Get Back, Get Back
Get Back to where you once belonged
Oooh...
Get Back, Loretta
Your mama's waiting for you
Wearing her high-heel shoes
And her low-neck sweater
Get Back home, Loretta
Get Back, Get Back
Get Back to where you once belonged
Get Back, Get Back
Get Back
Oh, yeah."
3,The Rolling Stones,Honky Tonk Woman,1969,"I met a gin soaked, bar-room queen in memphis,
She tried to take me upstairs for a ride.
She had to heave me right across her shoulder
cause I just cant seem to drink you off my mind.

Its the honky tonk women
Gimme, gimme, gimme the honky tonk blues.

I laid a divorcee in new york city,
I had to put up some kind of a fight.
The lady then she covered me with roses,
She blew my nose and then she blew my mind.

Its the honky tonk women
Gimme, gimme, gimme the honky tonk blues.

(yeah!) its the honky tonk women.
Gimme, gimme, gimme the honky tonk blues.

(yeah!) its the honky tonk women.
Gimme, gimme, gimme the honky tonk blues"
4,Zager & Evans,In the Year 2525 (Exordium & Terminus),1969,We do not have the lyrics for In the Year 2525 (Exordium and Terminus) yet.
5,Elvis Presley,Suspicious Minds,1969,"We're caught in a trap
I can't walk out
Because I love you too much baby

Why can't you see
What you're doing to me
When you don't believe a word I say?

We can't go on together
With suspicious minds
And we can't build our dreams
On suspicious minds

So, if an old friend I know
Drops by to say hello
Would I still see suspicion in your eyes?

Here we go again
Asking where I've been
You can't see these tears are real
I'm crying

We can't go on together
With suspicious minds
And we can't build our dreams
On suspicious minds

Oh let our love survive
Or dry the tears from your eyes
Let's don't let a good thing die

When honey, you know
I've never lied to you
Mmm yeah, yeah

We're caught in a trap
I can't walk out
Because I love you too much baby

Why can't you see
What you're doing to me
When you don't believe a word I say?

We're caught in a trap
I can't walk out
Because I love you too much baby

Don't you know I'm caught in a trap
I can't walk out
Because I love you too much baby

Don't you know I'm caught in a trap
I can't walk out
Because I love you too much baby

Don't you know I'm caught in a trap
I can't walk out
Because I love you too much baby
â€¦"
6,The Beatles,Come Together,1969,"Here come old flattop, he come grooving up slowly
He got joo-joo eyeball, he one holy roller
He got hair down to his knee
Got to be a joker he just do what he please

He wear no shoeshine, he got toe-jam football
He got monkey finger, he shoot Coca-Cola
He say, ""I know you, you know me.""
One thing I can tell you is you got to be free

Come together right now over me

He bag production, he got walrus gumboot
He got Ono sideboard, he one spinal cracker
He got feet down below his knee
Hold you in his armchair you can feel his disease

Come together right now over me

(Right!
Come, oh, come, come, come.)

He roller-coaster, he got early warning
He got muddy water, he one mojo filter
He say, ""One and one, and one is three.""
Got to be good-looking 'cause he's so hard to see

Come together right now over me

Oh
Come together
Yeah, come together
Yeah, come together
Yeah, come together
Yeah, come together
Yeah, come together
Yeah, come together
Yeah, oh
Come together
Yeah, come together"
7,Fifth Dimension,Aquarius/Let The Sunshine In,1969,"Fifth Dimension
The Forrest Gump Soundtrack
Aquarius - Let The Sunshine In
When the moon is in the seventh house
And Jupiter aligns with Mars
The peace will guide the planets
And love will steer the stars
This is the dawning of the age of Aquarius
Age of Aquarius
Aquarius, Aquarius

Harmony and understanding, sympathy and trust abounding
No more false hoods or derisions, golden living dreams of visions
Mystic crystal revelations, and the mind's true liberations
Aquarius, Aquarius

When the moon is in the seventh house
And Jupiter aligns with Mars
The peace will guide the planets
And love will steer the stars
This is the dawning of the age of Aquarius
Age of Aquarius
Aquarius, Aquarius
Aquarius

Let the sunshine, let the sunshine in
The Sunshine in
Let the sunshine, let the sunshine in
The sunshine in

Let the sunshine, let the sunshine in
The Sunshine in
Let the sunshine, let the sunshine in
The sunshine in"
8,Tommy James & the Shondells,Crimson & Clover,1969,"Oh
Now I don't hardly know her
But I think I could love her
Crimson and clover

Ah
I wish she'd come walking over
Now I've been waiting to show her
Crimson and clover
Over and over

Yes 
(Da-da, da-da, da-da)
My, my, such a sweet thing 
(Da-da, da-da, da-da)
I want to do everything 
(Da-da, da-da, da-da)
What a beautiful feeling 
(Da-da, da-da, da-da)
Crimson and clover 
(Da-da, da-da, da-da)
Over and over

Crimson and clover, over and over
Crimson and clover, over and over
Crimson and clover, over and over
Crimson and clover, over and over
Crimson and clover, over and over
Crimson and clover, over and over"
9,Elvis Presley,In the Ghetto,1969,"As the snow flies
On a cold and gray Chicago mornin'
A poor little baby child is born
In the ghetto
And his mama cries
'cause if there's one thing that she don't need
It's another hungry mouth to feed
In the ghetto

People, don't you understand
The child needs a helping hand
Or he'll grow to be an angry young man some day
Take a look at you and me
Are we too blind to see
Do we simply turn our heads
And look the other way

Well the world turns
And a hungry little boy with a runny nose
Plays in the street as the cold wind blows
In the ghetto

And his hunger burns
So he starts to roam the streets at night
And he learns how to steal
And he learns how to fight
In the ghetto

Then one night in desperation
The young man breaks away
He buys a gun, steals a car
Tries to run, but he don't get far
And his mama cries

As a crowd gathers 'round an angry young man
Face down on the street with a gun in his hand
In the ghetto
As her young man dies
On a cold and gray Chicago mornin'
Another little baby child is born
In the ghetto
And his mama cries"
10,The Beatles,The Ballad of John & Yoko,1969,"Standing in the dock at Southampton
Trying to get to Holland or France
The man in the mac said
""You've got to go back""
You know, they didn't even give us a chance
Christ, you know it ain't easy
You know how hard it can be
The way things are going
They're gonna to crucify me
Finally made the plane into Paris
Honeymooning down by the Seine
Peter Brown called to say
You can make it okay
You can get married in Gibraltar near Spain
Christ, you know it ain't easy
You know how hard it can be
The way things are going
They're gonna to crucify me
So from Paris to the Amsterdam Hilton
Talking in our beds for a week
The news people said
""Say, what you doing in bed?""
I said, ""We're only trying to get us some peace""
Christ, you know it ain't easy
You know how hard it can be
The way things are going
They're gonna to crucify me
Saving up your money for a rainy day
Giving all your clothes to charity
Last night the wife said
Oh boy, when you're dead
You don't take nothing with you but your soul
Think!
Made a lightning trip to Vienna
Eating chocolate cake in a bag
Newspapers said
""She's gone to his head
They look just like two gurus in drag""
Christ, you know it ain't easy
You know how hard it can be
The way things are going
They're gonna to crucify me
Caught the early plane back to London
Fifty acorns tied in a sack
The men from the press
Said, ""We wish you success
It's good to have the both of you back""
Christ, you know it ain't easy
You know how hard it can be
The way things are going
They're gonna to crucify me
The way things are going
They're gonna to crucify me"
