re	6.89196459308
ooh	6.60934924317
wan	6.49602055786
ai	6.29156913956
whoa	5.68357976734
lovin	5.04342511692
ya	4.74710368188
ha	4.6491870714
]	4.579852378
[	4.579852378
que	4.5538768916
yeah	4.32809829265
talkin	4.2341065046
mmm	4.0517849478
walkin	4.00733318523
aah	3.98898404656
gettin	3.95124371858
hey	3.87812145375
moi	3.82864139649
goodby	3.79548918917
darlin	3.78418963392
uh	3.76506859247
sexi	3.7135720667
yea	3.6463198397
jive	3.63758615973
ale	3.58351893846
shit	3.55534806149
runnin	3.54095932404
ra	3.49650756147
tryin	3.4657359028
rollin	3.4657359028
outta	3.41772668361
bop	3.40119738166
waitin	3.40119738166
babi	3.39660351265
naughti	3.36729582999
pussycat	3.33220451018
doin	3.28341434601
thriller	3.25809653802
playin	3.25809653802
mac	3.25809653802
holdin	3.25809653802
oh	3.22931297115
vida	3.21887582487
y'all	3.18841661738
wow	3.17805383035
anymor	3.17805383035
starlight	3.13549421593
rockaby	3.13549421593
vibe	3.13549421593
doo	3.13549421593
boom	3.12676053596
bye	3.11351530921
somethin	3.10608033072
anytim	3.09104245336
breakin	3.09104245336
la	3.06267175623
puttin	3.04452243772
moni	2.99573227355
c'mon	2.98315349135
huh	2.97552956624
mi	2.96183072188
da	2.91235066461
tattoo	2.8903717579
ella	2.8903717579
callin	2.83321334406
standin	2.83321334406
c'est	2.83321334406
sweeter	2.80336038091
thinkin	2.79320800944
babe	2.78949053304
qui	2.77258872224
je	2.77258872224
che	2.77258872224
showin	2.77258872224
tat	2.77258872224
workin	2.77258872224
goin	2.72457950305
goodnight	2.7080502011
boogi	2.7080502011
lyin	2.7080502011
postman	2.7080502011
hmm	2.7080502011
givin	2.68102152871
love	2.66579689066
y	2.66258782703
nos	2.63905732962
oop	2.63905732962
shoo	2.63905732962
j'ai	2.63905732962
rockin	2.63905732962
tonight	2.61556934831
leavin	2.61495977804
vie	2.60268968544
bout	2.57346004713
ti	2.56494935746
lil	2.56494935746
geni	2.56494935746
ich	2.56494935746
nasti	2.54944517093
