words	tf-idf
jude	10.748686025
submarine	9.2011837797
paperback	8.22016540165
wooly	7.90965018161
excitations	7.90965018161
bully	7.56022479207
monday	7.52041688092
aquarius	7.16072165678
writer	6.83748143236
eloise	6.69434683405
grapevine	6.69434683405
speedy	6.42826373707
gonzales	6.42826373707
satisfaction	6.42826373707
crimson	6.42826373707
believer	6.38927220093
washed	6.17923582491
tonk	6.1341225198
sleepy	6.1341225198
judy	6.1341225198
san	6.1341225198
honky	6.1341225198
sender	6.1341225198
hela	6.1341225198
dock	6.1341225198
francisco	6.1341225198
vibrations	5.94581634025
tripper	5.80530061469
helloa	5.80530061469
boots	5.80530061469
heba	5.80530061469
la	5.47227067367
massachusetts	5.43251308489
ahhhhh	5.43251308489
trap	5.43251308489
crucify	5.43251308489
yay	5.38283424138
love	5.26785815906
yeah	5.04985600725
clover	5.03225248643
strawberry	5.03225248643
runaway	5.0021614648
pickin	5.0021614648
na	4.96284463026
mary	4.89382479265
ticket	4.89382479265
baby	4.89034912822
dummy	4.83223337186
doo	4.83223337186
marina	4.83223337186
wah	4.83223337186
yellow	4.68329717213
wanting	4.61112249896
sock	4.61112249896
ca	4.54329478227
mashed	4.49316353217
potato	4.49316353217
whirlpool	4.49316353217
suspicious	4.49316353217
gladly	4.49316353217
dizzy	4.46831247697
disguise	4.46831247697
lonesome	4.36394157294
cha	4.36394157294
unknown	4.36394157294
downtown	4.27897005707
day	4.27666611902
back	4.26267987704
hey	4.18965474203
good	4.15888308336
twist	4.09761426803
daydream	4.08371095145
homecoming	4.08371095145
delilah	4.08371095145
puppet	4.08371095145
sunshine	4.06231665518
dum	4.06231665518
time	3.98898404656
painted	3.8986154582
penny	3.8986154582
night	3.89182029811
girl	3.89182029811
tavern	3.87020040979
heals	3.87020040979
banker	3.87020040979
wastin	3.87020040979
loretta	3.87020040979
twisty	3.87020040979
whiter	3.87020040979
log	3.87020040979
suburban	3.87020040979
hatty	3.87020040979
ruin	3.87020040979
manage	3.87020040979
twistin	3.87020040979
haer	3.87020040979
